Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
The Wolf of Snow Hollow,2020,Jim Cummings,"['Jim Cummings', 'Riki Lindhome', 'Robert Forster', 'Chloe East', 'Jimmy Tatro', 'Marshall Allman', 'Laura Coover', 'Jessica Park', 'Annie Hamilton', 'Kelsey Edwards', 'Gabriel Casdorph', 'Kevin Changaris', 'Will Madden', 'Skyler Bible', 'PJ McCabe', 'Neville Archambault']",3.32,nan,"['Horror', 'Thriller']",84,['USA'],English,['English'],A stressed-out police officer struggles not to give in to the paranoia that grips his small mountain town as bodies turn up after each full moon.,"['Vanishing Angle', 'New Form Digital', 'XYZ Films', 'Orion Classics', 'Orion Pictures']",68402,23343,17928,111,385,882,986,3067,4675,12721,15580,12400,2805,1859,55360,https://letterboxd.com/film/the-wolf-of-snow-hollow/,https://letterboxd.com//kurstboy/films/page/6/
Hubie Halloween,2020,Steven Brill,"['Adam Sandler', 'Kevin James', 'Julie Bowen', 'Ray Liotta', 'Steve Buscemi', 'Rob Schneider', 'Maya Rudolph', 'Tim Meadows', 'Michael Chiklis', 'June Squibb', 'George Wallace', 'Kenan Thompson', ""Shaquille O'Neal"", 'Ben Stiller', 'Jackie Sandler', 'Karan Brar', 'Noah Schnapp', 'Sadie Sandler', 'Sunny Sandler', 'Paris Berelc', 'China Anne McClain', 'Colin Quinn', 'Kym Whitley', 'Lavell Crawford', 'Blake Clark', 'Dan Patrick', 'Tyler Crumley', 'Ella Stiller', 'Dan Bulla', 'Paul Sado', 'Yolande Bavan', 'Peyton List', 'Mikey Day', 'Melissa Villaseñor', 'Chris Titone', 'Allen Covert', 'Martin Herlihy', 'J.D. Donaruma', 'Betsy Sodaro', 'Juliette Pagano', 'Betsy Hammer', 'Alaina Pinto', 'Ximena Córdoba', 'Charlotte Peed', 'Ella Grace Helton', 'Kannon James', 'Lance Lim', 'Kelli Berglund', 'Kevin G. Quinn', 'Bradley Steven Perry', 'Lilimar', 'Isaak Presley', 'Jared Sandler', 'Gabriel McClain', 'Annabel Smith', 'Madison Donlan', 'Sophia Rose Spungin', 'Libby Smith', 'Patty Ross', 'Karsen Liotta', 'Caroline Lawton', 'Maggie Budzyna', 'Eli Thomas', 'Joseph Vecsey', 'Sienna James', 'Hannah Covert', 'Abigail Covert', 'Shea James', 'Sistine James', 'Alexia Zapata', 'Rebecca Covert', 'Hank Covert', 'Nathan Brill', 'Ella Brill', 'Damien Di Paola', 'Yanina Johnson', 'Tim Herlihy', 'Glenn S. Hanz', 'Vivian Nixon', 'Dennis Daniel', 'David Torres Jr.', 'Amber Frank']",2.2,nan,"['Horror', 'Mystery', 'Comedy']",103,['USA'],English,['English'],"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",['Happy Madison Productions'],268503,38332,36087,214,12143,20199,16421,35441,25912,36158,13656,12021,1994,7151,181096,https://letterboxd.com/film/hubie-halloween/,https://letterboxd.com//kurstboy/films/page/6/
"Red, White and Blue",2020,Steve McQueen,"['John Boyega', 'Steve Toussaint', 'Antonia Thomas', 'Tyrone Huntley', 'Neil Maskell', 'Nadine Marshall', 'Nathan Vidal', 'Jaden Oshenye']",3.81,nan,['Drama'],80,nan,English,['English'],"Spotlights the true story of Leroy Logan, who at a young age saw his father assaulted by two policemen, motivating him to join the Metropolitan Police and change their racist attitudes from within. Part of Steve McQueen's Small Axe series of films.",nan,23611,9943,6345,3,6,25,19,145,370,2121,5346,7737,1500,695,17964,https://letterboxd.com/film/red-white-and-blue-2020/,https://letterboxd.com//kurstboy/films/page/6/
Mangrove,2020,Steve McQueen,"['Letitia Wright', 'Shaun Parkes', 'Malachi Kirby', 'Rochenda Sandall', 'Jack Lowden', 'Jodhi May', 'Alex Jennings', 'Thomas Coombes', 'Richard Cordery', 'Gershwyn Eustache Jnr', 'Karl Farrer', 'Joakim Skarli', 'Joe Tucker', 'Rachel Sophia-Anthony', 'Guy Samuels', 'Charlotte Nash', 'Joshua Viner', 'Sam Spruell', 'Nathaniel Martello-White', 'Jumayn Hunter', 'Gary Beadle', 'Richie Campbell']",4.09,nan,['Drama'],127,['UK'],English,['English'],"The true story of the Mangrove Nine, Frank Crichlow, and the trial that took place at the Old Bailey in 1970.","['Turbine Studios', 'BBC', 'Lammas Park', 'EMU Films']",37227,15841,11849,12,19,56,43,185,403,1785,4043,13049,6408,2795,28786,https://letterboxd.com/film/mangrove-2020/,https://letterboxd.com//kurstboy/films/page/6/
The Trial of the Chicago 7,2020,Aaron Sorkin,"['Eddie Redmayne', 'Sacha Baron Cohen', 'Mark Rylance', 'Joseph Gordon-Levitt', 'Frank Langella', 'Jeremy Strong', 'John Carroll Lynch', 'Yahya Abdul-Mateen II', 'Alex Sharp', 'Noah Robbins', 'Danny Flaherty', 'Ben Shenkman', 'Michael Keaton', 'Kelvin Harrison Jr.', 'Caitlin FitzGerald', 'Alice Kremelberg', 'J.C. MacKenzie', 'John Doman', 'Wayne Duvall', 'Damian Young', 'C.J. Wilson', 'Brady Jenness', 'Meghan Rafferty', 'Juliette Angelo', 'Brendan Burke', 'Tah von Allmen', 'Alan Metoskie', 'John Gawlik', ""Kevin O'Donnell"", 'Gavin Haag', 'Tiffany Denise Hobbs', 'Steve Routman', 'Madison Nichols', 'John F. Carpenter', 'Larry Mitchell', 'Mike Geraghty', 'Mike Brunlieb', 'James Pravasilis', 'Vic Kuligoski', 'Brandon Fierro', 'Calvin Ticknor-Swanson', 'Gabrielle Perrea', 'Michelle Hurst', 'Tony Lawry', 'Kathleen Garrett', 'Matt LeFevour', 'Christian Litke', 'Max Adler', 'Michael Bassett', 'Shawn Parsons', 'Julian Hester', 'John Quilty', 'Kate Miller', 'Edward Fletcher', 'Blair Lewin', 'Jessica Wood', 'Steven Komito', 'Marco Lama', 'Ben Kass', 'Gabriel Franken', 'Ed Flynn', 'Alex Henderson', 'David Fierro', 'Sam Nelson Harris', 'Marlee Mendelson', 'Hana Chew', 'Ashley Trumbo', 'Allison Trumbo', 'Shane Skidmore', 'Jeffrey Yonkus', 'Maria Jacobson', 'Brendan Brown', 'Dan MacDonald', 'Keeley Morris', 'Thomas John Gallagher', 'Michael A. Dean', 'Elizabeth Holder', 'Lex Elle']",3.75,3.0,"['History', 'Drama']",130,['USA'],English,['English'],What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,"['DreamWorks Pictures', 'Marc Platt Productions']",488898,75063,120730,1400,856,2129,2455,10166,16003,56686,78225,115950,35649,33489,351608,https://letterboxd.com/film/the-trial-of-the-chicago-7/,https://letterboxd.com//kurstboy/films/page/6/
Enola Holmes,2020,Harry Bradbeer,"['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin', 'Helena Bonham Carter', 'Louis Partridge', 'Adeel Akhtar', 'Fiona Shaw', 'Frances de la Tour', 'Burn Gorman', 'Susan Wokoma', 'Claire Rushbrook', 'David Bamber', 'Hattie Morahan', 'Gaby French', 'Paul Copley', 'Ellie Haddington', 'Alex Kelly', 'James Duke', 'Connor Catchpole', 'Sarah Flind', 'Dempsey Bovell', 'Neil Bell', 'Sofia Stavrinou', 'Sophie Dixon', 'David Kirkbride', 'Delroy Atkinson', 'Mary Roscoe', 'Anthony Aje', 'Anthony Rickman', 'Philip Scott-Wallace', 'Tuyen Do', 'Esther Coles', 'Owen Atlas', 'Paul Parker', 'Heather Pearse', 'Jay Simpson', 'Pierre Bergman']",3.08,2.5,"['Mystery', 'Crime', 'Adventure']",123,['USA'],English,['English'],"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.","['PCMA Productions', 'Legendary Pictures']",868692,52291,142084,1400,5523,13302,12575,49068,56788,149100,91457,93987,17475,40854,530129,https://letterboxd.com/film/enola-holmes/,https://letterboxd.com//kurstboy/films/page/6/
On the Rocks,2020,Sofia Coppola,"['Bill Murray', 'Rashida Jones', 'Marlon Wayans', 'Jessica Henwick', 'Jenny Slate', 'Liyanna Muscat', 'Alexandra Mary Reimer', 'Anna Chanel Reimer', 'Barbara Bain', 'Juliana Canfield', 'Alva Chinn', 'Mike Keller', 'Musto Pelinkovicci', 'Zora Casebere', 'Melissa Errico', 'Zoe Bullock', 'Chase Sui Wonders', 'Elizabeth Guindi', 'Jules Willcox', 'Ximena Lamadrid', 'Kelly Lynch', 'Earl Rose', 'Catherine G. Blair', 'Anne Goldrach', 'Waltrudis Buck', 'Nancy Ozelli', 'Chris Cenatiempo', 'Cliff Samara', 'Natia Dune', 'Nadia Dajani', 'Spice Greene', 'Grayson Eddey', ""Charlotte D'Alessio"", 'Kim Hill', 'Evangeline Young', 'John Tropea', 'Romy Mars']",3.15,2.0,"['Comedy', 'Drama']",96,['USA'],English,"['English', 'French', 'Russian', 'Spanish']","Faced with sudden doubts about her marriage, a young New York mother teams up with her larger-than-life playboy father to tail her husband.",['American Zoetrope'],112267,34036,19643,23,388,1236,1560,6947,11125,26390,21525,12423,1764,1324,84682,https://letterboxd.com/film/on-the-rocks-2020/,https://letterboxd.com//kurstboy/films/page/6/
Wolfwalkers,2020,"Tomm Moore, Ross Stewart","['Honor Kneafsey', 'Eva Whittaker', 'Sean Bean', 'Simon McBurney', 'Tommy Tiernan', 'Maria Doyle Kennedy', 'Jon Kenny', 'John Morton', 'Nora Twomey', 'Oliver McGrath', 'Paul Young', 'Niamh Moyles', 'Ben Andrews', 'Jerome Burelbach', 'Vince Drews', 'Seamus Greene', 'Gilbert Johnston', 'Luke Mandie', 'Ian Sanderson', 'Jack Caldwell', 'Eoin Cleary', 'Marguerita Hanlon', 'Jacob Holden', 'Clare Keating', 'Orla Keating', 'Caolán Lulias', 'Patrick McGrath', 'Daisy Moran', 'Dylan Muldowney', ""Mark O'Connell"", ""Róisín O'Shea"", 'Philip Brennan', 'Jim Carroll', 'Richie Cody', 'Brendan Corcoran', 'Michael Culleton', 'Sarah Doyle', 'Amy Dunne', 'Gilly Fogg', 'Jennifer Hughes', 'Michael McGrath', 'Ken McGuire', 'Desirée Meade', 'Graham Mills', 'Aoibhin Murphy', 'Mags Murphy', ""Aaron O'Dea"", ""Cara O'Doherty"", 'Aoife O’Neill', 'Jacqueline Purcell', 'Muireann Ryan', 'Alan Slattery', 'David Thompson', 'Eleanor Walsh']",4.2,nan,"['Animation', 'Family', 'Fantasy', 'Adventure']",103,"['China', 'France', 'Ireland', 'Luxembourg', 'USA']",English,"['English', 'Irish']","In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.","['Cartoon Saloon', 'Melusine Productions', 'Value&Power Culture Communications', 'Film Fund Luxembourg', 'Fís Éireann/Screen Ireland', 'Broadcasting Authority of Ireland', 'Haut et Court', 'Canal+', 'RTÉ', 'OCS', 'Pôle Image Magelis', 'Folivari', 'GKIDS']",159293,57540,65662,1800,79,147,159,821,1434,7597,15842,44487,24439,27288,122293,https://letterboxd.com/film/wolfwalkers/,https://letterboxd.com//kurstboy/films/page/6/
Another Round,2020,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Magnus Millang', 'Lars Ranthe', 'Maria Bonnevie', 'Helene Reingaard Neumann', 'Susse Wold', 'Magnus Sjørup', 'Silas Cornelius Van', 'Albert Rudbeck Lindhardt', 'Martin Greis-Rosenthal', 'Frederik Winther Rasmussen', 'Aksel Vedsegaard', 'Gustav Sigurth Jeppesen', 'Freja Bella Lindahl', 'Mercedes Claro Schelin', 'Cassius Aasav Browning', 'Maria Ovi', 'Clara Phillipson', 'Oskar Kirk Damsgaard', 'Niels Jørgensen', 'Le Münster Swendsen', 'Michael Asmussen', 'Christina Hildebrandt', 'Thomas Guldberg Madsen', 'Per Otto Bersang Rasmussen', 'Dorte Højsted', 'Morten Jørgensen', 'Morten Thunbo', 'Max Kaysen Høyrup', 'Waldemar Beer Hansen', 'Matti Rochler', 'Milas Hansen', 'Carl David Schubert Holm-Nielsen', 'Jens Basse Dam', 'Jacob Ottensten', 'Aya Grann']",4.09,nan,"['Drama', 'Comedy']",117,"['Denmark', 'Netherlands', 'Sweden']",Danish,"['Danish', 'Swedish']",Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.,"['Zentropa Entertainments', 'Film i Väst', 'Topkapi Films', 'Zentropa International Sweden', 'Zentropa International Netherlands']",621430,117703,215081,7000,402,1119,1213,5466,8723,39279,79871,185225,92341,73332,486971,https://letterboxd.com/film/another-round/,https://letterboxd.com//kurstboy/films/page/6/
Nomadland,2020,Chloé Zhao,"['Frances McDormand', 'David Strathairn', 'Linda May', 'Swankie', 'Gay DeForest', 'Patricia Grier', 'Angela Reyes', 'Carl R. Hughes', 'Douglas G. Soul', 'Ryan Aquino', 'Teresa Buchanan', 'Karie Lynn McDermott Wilder', 'Brandy Wilber', 'Makenzie Etcheverry', 'Bob Wells', 'Annette Webb', 'Rachel Bannon', 'Bryce Bedsworth', 'Sherita Deni Coker', 'Merle Redwing', 'Forrest Bault', 'Suanne Carlson', 'Donnie Miller', 'Roxanne Bay', 'Matt Sfaelos', 'Ronald O. Zimmerman', 'Derek Endres', 'Paige Dean', 'Paul Winer', 'Derrick Janis', 'Greg Barber', 'Carol Anne Hodge', 'Matthew Stinson', 'Terry Phillip', 'Bradford Lee Riza', 'Tay Strathairn', 'Cat Clifford', 'James R. Taylor Jr.', 'Jeremy Greenman', 'Ken Greenman', 'Melissa Smith', 'Warren Keith', 'Jeff Andrews', 'Paul Cunningham', 'Emily Foley', 'Mike Sells', 'Peter Spears', 'Cheryl Davis']",3.83,nan,['Drama'],108,['USA'],English,['English'],"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.","['Cor Cordium Productions', 'Hear/Say Productions', 'Highwayman Films']",598515,130772,158292,2600,2248,5075,3771,16080,18409,59946,74439,139666,63730,56065,439429,https://letterboxd.com/film/nomadland/,https://letterboxd.com//kurstboy/films/page/6/
One Night in Miami...,2020,Regina King,"['Kingsley Ben-Adir', 'Eli Goree', 'Aldis Hodge', 'Leslie Odom Jr.', 'Joaquina Kalukango', 'Nicolette Robinson', 'Michael Imperioli', 'Lawrence Gilliard Jr.', 'Christian Magby', 'Jeremy Pope', 'Christopher Gorham', 'Beau Bridges', 'Lance Reddick', 'Derek Roberts', 'Emily Bridges', 'Amondre D. Jackson', 'Jerome A. Wilson', 'Hunter Burke', 'Robert Stevens Wayne', 'Randall Newsome', 'Matt Fowler', 'Chris Game', 'Alan Wells', 'Dustin Lewis', 'John Curran', 'Mark Allan Stewart', 'Amar Khalil', 'Ian Alexander Desdune II', 'Jeremy Anderson', 'Pierce Lackey', 'Dave Pileggi', 'Ashley LeConte Campbell', 'Kimberly B Brown', 'Nola Epps', 'Kipori Woods', 'Joshua Nylan Tanner', 'Sean Monaghan', 'Aaron D. Alexander', 'Jason Ament', 'Nathan Siebring', 'Kevin Reid', 'Cody Johnson']",3.67,nan,['Drama'],114,['USA'],English,['English'],"In the aftermath of Cassius Clay's defeat of Sonny Liston in 1964, the boxer meets with Malcolm X, Sam Cooke and Jim Brown to change the course of history in the segregated South.","['Snoot Entertainment', 'ABKCO Films', 'Amazon Studios']",102895,34541,26216,84,136,286,398,1954,3371,13546,22088,26950,7246,4439,80414,https://letterboxd.com/film/one-night-in-miami/,https://letterboxd.com//kurstboy/films/page/6/
Mainstream,2020,Gia Coppola,"['Andrew Garfield', 'Maya Hawke', 'Nat Wolff', 'Jason Schwartzman', 'Johnny Knoxville', 'Alexa Demie', 'Casey Frey', 'Kalena Yiaueki', 'Jacqui Getty', 'Nick Darmstaedter', 'Colleen Camp', 'Marshall Bell', 'Pascale Coppola', 'Jordan L. Jones', 'Jefery Levy', 'Juanpa Zurita', 'Adam Barnhart', 'Trevor White', 'Kelemete Misipeka', 'Charles Melton', 'Gio Padilla', 'Chris Chang', 'Desmond Napoles', 'Nathalie Love', 'Jake Paul', 'Patrick Starrr', 'Rola', 'Jan Jeffcoat', 'Alyson Van', 'Charissa Kroeger', 'Tina Jackson', 'Noelle Rodriguez']",2.57,nan,"['Comedy', 'Drama']",95,['USA'],English,['English'],A young woman thinks she’s found a path to internet stardom when she starts making YouTube videos with a charismatic stranger – until the dark side of viral celebrity threatens to ruin them both.,"['Automatik Entertainment', 'American Zoetrope', 'Tugawood Pictures', 'Artemis Pictures', 'Assemble Media']",57104,11607,8392,43,1458,3058,3263,7981,7524,10450,4800,3712,681,1204,44131,https://letterboxd.com/film/mainstream-2020/,https://letterboxd.com//kurstboy/films/page/6/
My Octopus Teacher,2020,"James Reed, Philippa Ehrlich","['Craig Foster', 'Tom Foster']",3.8,3.5,['Documentary'],85,"['South Africa', 'UK']",English,"['English', 'French']","After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.","['The Sea Change Project', 'Off the Fence']",163363,24435,39870,394,472,945,968,3819,5283,17214,22532,35459,11147,16763,114602,https://letterboxd.com/film/my-octopus-teacher/,https://letterboxd.com//kurstboy/films/page/6/
The Human Voice,2020,Pedro Almodóvar,"['Tilda Swinton', 'Agustín Almodóvar', 'Miguel Almodóvar', 'Pablo Almodóvar', 'Diego Pajuelo', 'Carlos García Cambero']",3.57,nan,['Drama'],30,['Spain'],English,"['English', 'Portuguese', 'Spanish']",A woman watches time passing next to the suitcases of her ex-lover (who is supposed to come pick them up but never arrives) and a restless dog who doesn't understand that his master has abandoned him.,['El Deseo'],78618,13462,19939,109,135,401,424,1858,2987,11532,13613,16140,3511,5106,55707,https://letterboxd.com/film/the-human-voice-2020/,https://letterboxd.com//kurstboy/films/page/6/
I'm Thinking of Ending Things,2020,Charlie Kaufman,"['Jesse Plemons', 'Jessie Buckley', 'Toni Collette', 'David Thewlis', 'Guy Boyd', 'Hadley Robinson', 'Gus Birney', 'Abby Quinn', 'Colby Minifie', 'Anthony Grasso', 'Teddy Coluca', 'Jason Ralph', 'Oliver Platt', 'Frederick E. Wodlin', 'Ryan Steele', 'Unity Phelan', 'Norman Aaronson', 'Ashlyn Alessi', 'Monica Ayres', 'Julie Chateauvert', 'Ira Temchin', 'Albert Skowronski', 'Kamran Saliani', 'Dannielle Rose', 'Thomas Hatz', 'Brooke Elardo']",3.48,nan,"['Mystery', 'Drama', 'Fantasy', 'Thriller']",135,['USA'],English,['English'],Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,"['Likely Story', 'Projective Testing Service']",585498,114107,151780,5400,7733,13997,9156,30274,27783,68121,67708,103650,47241,43328,418991,https://letterboxd.com/film/im-thinking-of-ending-things/,https://letterboxd.com//kurstboy/films/page/6/
Tenet,2020,Christopher Nolan,"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Kenneth Branagh', 'Dimple Kapadia', 'Michael Caine', 'Martin Donovan', 'Fiona Dourif', 'Yuri Kolokolnikov', 'Himesh Patel', 'Clémence Poésy', 'Aaron Taylor-Johnson', 'Laurie Shepherd', 'Anthony Molinari', 'Juhan Ulfsak', 'Jefferson Hall', 'Ivo Uukkivi', 'Andrew Howard', 'Rich Ceraulo Ko', 'Jonathan Camp', 'Wes Chatham', 'Sander Rebane', 'Josh Stewart', 'Denzil Smith', 'Jeremy Theobald', 'Tom Nolan', 'Marcel Sabat', 'Julia-Maria Arnolds', 'Jack Cutmore-Scott', 'Adam Cropper', 'Tony Christian', 'Jan Uuspõld', 'Kaspar Velberg', 'Sergo Vares', 'Rain Tolk', 'Henrik Kalmet', 'Sean Avery', 'John Orantes', 'Seb Carrington', 'Matthew Marsden', 'Mark Krenik', 'Kenneth Wolf Andersen Haugen', 'Marek Angelstok', 'Klaus Peeter Rüütli', 'Daniel Olesk', 'Ingrid Margus', 'Carina Velva', 'Glenn Lawrence', 'Katie McCabe', 'Ronald Pelin', 'Schezaad Ausman', 'Anterro Ahonen', 'Aleksei Podlesnov', 'Trent Buxton', 'Jess Weber', 'Martin Tõnumaa', 'Lisa Marie', 'Loora-Eliise Kaarelson', 'Andres Oja', 'Anton Klink', 'Viktoria Jelizarova']",3.4,nan,"['Action', 'Thriller', 'Science Fiction']",150,"['UK', 'USA']",English,"['English', 'Estonian']","Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.","['Warner Bros. Pictures', 'Syncopy']",1623091,221770,405040,8300,10488,27994,19535,84608,83971,234613,219356,281704,88223,102452,1152944,https://letterboxd.com/film/tenet/,https://letterboxd.com//kurstboy/films/page/6/
PVT Chat,2020,Ben Hozie,"['Peter Vack', 'Julia Fox', 'Keith Poulson', 'Buddy Duress', 'Nikki Belfiglio', 'Kevin Moccia', 'Atticus Cain', 'David J. White', 'Ally Davis', 'Holly Overton', 'Dasha Nekrasova', 'Sam York', 'Ben Hozie', 'Vince McClelland', 'David Hamilton', 'Anna Khachiyan', 'Joe Wakeman', 'Austin Brown', 'Heather Allison', 'Kenishia Green', 'Janelle Krone', 'Andrew Ryder', 'Kong Chen', 'Max Goldbaum', 'Brian Goodheart', 'Oliver David', 'Robert Sciglimpaglia', 'Michelle Chu', 'Laura Hajek', 'Breanne Zill', 'Leelee Stranger', 'Andrew Clark', 'Charlie Gillette', 'Lindsey Rock', 'Nic Milton', 'Emily Stefano', 'Duane Lauginiger', 'Sean Spada', 'Kegan Zema', 'Corey Eisenberg', 'Montana Brock', 'Brendan Mehan', 'Jacob Shao', 'Matt Billington', 'Eliane Yeung', 'Greg Timmes', 'Wolfgang Daniel']",3.14,2.0,['Drama'],86,['USA'],English,['English'],"Jack is an internet gambler living in NYC. After the death of his roommate, he becomes fixated on Scarlet - a cam girl from San Francisco. His obsession reaches a boiling point when fantasy materializes in reality and Jack sees Scarlet on a rainy NYC Chinatown street.",['Pretorius Pictures'],11970,3732,2644,24,157,235,307,832,1209,2634,1890,1211,191,287,8953,https://letterboxd.com/film/pvt-chat/,https://letterboxd.com//kurstboy/films/page/6/
The SpongeBob Movie: Sponge on the Run,2020,Tim Hill,"['Tom Kenny', 'Bill Fagerbakke', 'Rodger Bumpass', 'Mr. Lawrence', 'Keanu Reeves', 'Clancy Brown', 'Carolyn Lawrence', 'Matt Berry', 'Jill Talley', 'Mary Jo Catlett', 'Awkwafina', 'Snoop Dogg', 'Danny Trejo', 'Tiffany Haddish', 'Reggie Watts', 'Antonio Raul Garcia', 'Jack Gore', 'Jason Maybaum', 'Presley Williams', 'Dee Bradley Baker']",2.57,2.0,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']",95,"['France', 'USA']",English,['English'],"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.","['United Plankton Pictures', 'Nickelodeon Movies', 'Paramount Animation', 'Paramount Pictures', 'MRC', 'Mikros Image', 'Mikros Animation']",104717,14355,11534,104,1747,4099,4948,12665,12106,17210,6622,4891,795,2648,67731,https://letterboxd.com/film/the-spongebob-movie-sponge-on-the-run/,https://letterboxd.com//kurstboy/films/page/6/
Shithouse,2020,Cooper Raiff,"['Cooper Raiff', 'Dylan Gelula', 'Amy Landecker', 'Logan Miller', 'Olivia Scott Welch', 'Abby Quinn', 'Joy Sunday', 'Ashley Padilla', 'Tre Hall', 'Alina Patra', 'Chinedu Unaka', 'Nick Saso', 'Wyatt Whipple', 'Juan Wood', 'Andrew Hales', 'Mallory Low', 'Adan Rocha', 'Natalie Rousseau', 'Teddy Padilla', 'Adam Foster Ballard', 'Tessa Hope Slovis', 'Mike Raiff', 'Jay Duplass', 'Ayo Edebiri', 'Harrison Callaghan', 'Grant Harling', 'Macey Isaacs', 'Chris Kleckner', 'Bianca Pompa', 'Jenny Leiferman', 'Denny McAuliffe', 'Colin McCalla', 'Leonora Pitts', 'Scott Pitts', 'Kainan Short', 'Melissa Stenger', 'Eva Victor', 'Will Youmans']",3.76,nan,"['Comedy', 'Drama', 'Romance']",102,['USA'],English,['English'],"Lonely college freshman Alex has closed himself off from his peers, who all appear to have this whole ""college thing"" figured out. But everything changes one night when Alex takes a leap and attends a party at Shithouse - a legendary party fraternity - where he forges a strong connection with Maggie.",['CMR Productions'],66805,21806,24368,539,201,368,392,1332,2117,7163,12879,18399,7487,4215,54553,https://letterboxd.com/film/shithouse/,https://letterboxd.com//kurstboy/films/page/6/
Sam Jay: 3 in the Morning,2020,Kristian Mercado Figueroa,['Sam Jay'],3.26,nan,['Comedy'],64,['USA'],English,['English'],"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more.",nan,2000,368,375,0,18,38,35,93,98,253,193,205,38,71,1042,https://letterboxd.com/film/sam-jay-3-in-the-morning/,https://letterboxd.com//kurstboy/films/page/6/
She Dies Tomorrow,2020,Amy Seimetz,"['Kate Lyn Sheil', 'Jane Adams', 'Kentucker Audley', 'Katie Aselton', 'Chris Messina', 'Tunde Adebimpe', 'Jennifer Kim', 'Josh Lucas', 'Adam Wingard', 'Michelle Rodriguez', 'Olivia Taylor Dudley', 'Madison Calderon', 'James Benning', 'Oden Mack']",2.88,nan,['Drama'],85,['USA'],English,['English'],"Amy is ravaged by the notion that she is going to die tomorrow, which sends her down a dizzying emotional spiral. When her skeptical friend Jane discovers Amy’s feeling of imminent death to be contagious, they both begin bizarre journeys through what might be the last day of their lives.",['Rustic Films'],38332,17921,6320,29,789,1566,1550,3950,4304,6931,5343,3724,745,520,29422,https://letterboxd.com/film/she-dies-tomorrow/,https://letterboxd.com//kurstboy/films/page/6/
