Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Conclave,2024,Edward Berger,"['Ralph Fiennes', 'Stanley Tucci', 'John Lithgow', 'Isabella Rossellini', 'Lucian Msamati', 'Carlos Diehz', 'Sergio Castellitto', ""Brían F. O'Byrne"", 'Merab Ninidze', 'Thomas Loibl', 'Jacek Koman', 'Bruno Novelli', 'Rony Kramer', 'Valerio Da Silva', 'Joseph Mydell', 'Vincenzo Failla', 'Garrick Hagon', 'Madhav Sharma', 'Loris Loddi', 'Roberto Citran', 'Antonio Toma', 'Balkissa Souley Maiga', 'Romuald Kłos', 'Willie Jonah']",3.87,nan,"['Drama', 'Thriller']",120,"['UK', 'USA']",English,"['English', 'Latin', 'Vietnamese', 'Spanish', 'Italian']","After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.","['FilmNation Entertainment', 'Indian Paintbrush', 'House Productions']",148814,44546,49214,353,150,295,347,1544,2958,12618,28648,52890,19111,10042,128603,https://letterboxd.com/film/conclave/,https://letterboxd.com/kurstboy/films/
Nickel Boys,2024,RaMell Ross,"['Ethan Herisse', 'Brandon Wilson', 'Aunjanue Ellis-Taylor', 'Hamish Linklater', 'Fred Hechinger', 'Daveed Diggs', 'Luke Tennie', 'Sunny Mabrey', 'Gralen Bryant Banks', 'Sara Osi Scott', 'Rachel Whitman Groves', 'Escalante Lundy', 'LeBaron Foster Thornton', 'Ethan Cole Sharp', 'Najah Bradley', 'Mike Harkins', 'Jimmie Fails']",4.03,nan,"['Drama', 'History']",140,['USA'],English,['English'],Chronicles the powerful friendship between two young Black teenagers navigating the harrowing trials of reform school together in Florida.,"['Orion Pictures', 'Plan B Entertainment', 'Louverture Films', 'Anonymous Content']",5487,8599,2051,51,8,22,28,96,128,311,462,1115,951,971,4092,https://letterboxd.com/film/nickel-boys/,https://letterboxd.com/kurstboy/films/
Beetlejuice Beetlejuice,2024,Tim Burton,"['Michael Keaton', 'Winona Ryder', ""Catherine O'Hara"", 'Jenna Ortega', 'Justin Theroux', 'Willem Dafoe', 'Monica Bellucci', 'Arthur Conti', 'Nick Kellington', 'Santiago Cabrera', 'Burn Gorman', 'Danny DeVito', 'Sami Slimane', 'Amy Nuttall', 'Mark Heenehan', 'Charlie Hopkinson', 'Liv Spencer', 'Skylar Park', 'Matt Lyons', 'Jane Leaney', 'David Ayres', 'Sophie Holland', 'Walles Hamonde', 'Max Pemberton', ""Rebecca O'Mara"", 'Adam Speers', 'Daryl Kwan', 'Caroline Lawrie', 'Philip Philmar', 'Stephen K. Amos', 'Sean Verre', 'Noah Mendes', 'Juliana Yazbeck', 'Bea Svistunenko', 'Filipe Cates', 'Alex Michael Stoll', 'Rupi Lal', 'Georgina Beedle', 'Stefano Marchetti', 'James Fisher', 'Ian Hawkins', 'Tim Burton']",3.29,nan,"['Comedy', 'Fantasy']",105,['USA'],English,"['English', 'Vietnamese']","After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.","['Warner Bros. Pictures', 'Geffen Pictures', 'Plan B Entertainment', 'Tim Burton Productions', 'Domain Entertainment', 'Tommy Harper Productions']",694867,124182,206738,672,2559,6515,7411,30860,48171,148792,150713,139134,30501,43390,608046,https://letterboxd.com/film/beetlejuice-beetlejuice/,https://letterboxd.com/kurstboy/films/
Trap,2024,M. Night Shyamalan,"['Josh Hartnett', 'Ariel Donoghue', 'Saleka', 'Alison Pill', 'Hayley Mills', 'Jonathan Langdon', 'Mark Bacolcol', 'Marnie McPhail', 'Kid Cudi', 'Russ', 'Marcia Bennett', 'Vanessa Smythe', 'M. Night Shyamalan', 'Lochlan Ray Miller', 'Steve Boyle', ""David D'Lancy Wilson"", 'James Gomez', 'Nadine Hyatt', 'Michael Brown', 'Hailey Summer', 'Olivia Barrett', 'Allison Ference', 'Harley Ruznisky', 'Joseph Daly', 'Luke Charles', 'Mateo Arias', 'Milan Deng', 'Ajanae Stephenson', 'Khiyla Aynne', 'Abbas Wahab', 'Bobby Manning', ""Maya Lee O'Connor"", 'Lauren Brady', 'Valentina Theresa', 'Erica Wilson', 'Leeyarah Belle Barcia', 'Sare Thorpe', 'Mia Yaguchi-Chow', 'Dominique Brownes', 'Lara Zaluski', 'Timilehin Olusoga', 'Elizabeth Victoria Wong', 'Josh Stone', 'Piper Hook', 'AJ Nadeau', 'Michael Cox', 'Jarrod W. Clegg', 'Jennifer Ashleigh Lloyd', 'Iliya Kovler', 'Joshua Peace']",2.71,nan,"['Thriller', 'Crime', 'Horror']",105,['USA'],English,['English'],"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.",['Blinding Edge Pictures'],680664,127489,134682,408,14845,31860,31187,86861,91344,151125,94821,69646,12845,14247,598781,https://letterboxd.com/film/trap-2024/,https://letterboxd.com/kurstboy/films/
Coreys,2024,Dan Streit,"[""Conner O'Malley"", 'Annie Donley', 'Joey Dundale Jr.']",3.95,nan,"['Comedy', 'Fantasy', 'Horror']",12,['USA'],English,['English'],Corey goes to Las Vegas to meet the other Corey.,"['Blackstone International', 'Dogma 3000']",15068,1661,7214,13,19,36,35,114,161,601,1119,2526,759,1839,7209,https://letterboxd.com/film/coreys/,https://letterboxd.com/kurstboy/films/
Twisters,2024,Lee Isaac Chung,"['Daisy Edgar-Jones', 'Glen Powell', 'Anthony Ramos', 'Brandon Perea', 'Maura Tierney', 'Harry Hadden-Paton', 'Sasha Lane', 'Daryl McCormack', 'Kiernan Shipka', 'Nik Dodani', 'David Corenswet', 'Tunde Adebimpe', ""Katy O'Brian"", 'David Born', 'Paul Scheer', 'Laura Poe', 'Austin Bullock', 'Stephen Oyoung', 'Alex Kingi', 'Chris Adrien', 'Samantha Ireland', 'Aila Grey', 'Jeff Swearingen', 'James Paxton', 'Lily Smith', 'Randy Ballard', 'Ashley Moss', 'Mike Morgan', 'Emily Sutton', 'Julie Oliver-Touchstone', 'Austin Brooks', 'Darryl Cox', 'Douglas Seok', 'Ben Snow', 'Ashley Jay Sandberg', 'Clay Edward Jones', 'Victoria Angelina Cruz', 'Ben Scott', 'Elizabeth Ann Townsend', ""Capri O'Neill"", 'Livia Chung', 'Chris Zurcher', 'Maxim Helmerich', 'Ken Pomeroy', 'James McAlister', 'Damien Lodes', 'Jennifer Rader', 'Shaun Maher', 'Tyler Kijac', 'Daniel Fortman']",3.32,nan,"['Thriller', 'Action']",123,['USA'],English,['English'],"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.","['Universal Pictures', 'Warner Bros. Pictures', 'Amblin Entertainment', 'Domain Entertainment']",712895,118794,206156,2000,2695,7040,7890,31431,45061,136904,148842,158046,38439,49264,625612,https://letterboxd.com/film/twisters/,https://letterboxd.com/kurstboy/films/
A Quiet Place: Day One,2024,Michael Sarnoski,"[""Lupita Nyong'o"", 'Joseph Quinn', 'Alex Wolff', 'Djimon Hounsou', 'Eliane Umuhire', 'Takunda Khumalo', 'Alfie Todd', 'Avy-Berry Worrall', 'Ronnie Le Drew', 'Benjamin Wong', 'Michael Roberts', 'Gavin Fleming', 'Elijah Ungvary', 'Alexander John', 'Thara Schöön', 'Thea Butler', 'Choy-Ling Man']",3.19,2.0,"['Thriller', 'Science Fiction', 'Horror']",99,['USA'],English,['English'],"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.","['Paramount Pictures', 'Platinum Dunes', 'Sunday Night Productions']",630675,110533,156249,443,2803,7818,8616,36389,52768,140627,129416,118158,25990,31976,554561,https://letterboxd.com/film/a-quiet-place-day-one/,https://letterboxd.com/kurstboy/films/
MaXXXine,2024,Ti West,"['Mia Goth', 'Elizabeth Debicki', 'Moses Sumney', 'Michelle Monaghan', 'Bobby Cannavale', 'Halsey', 'Lily Collins', 'Giancarlo Esposito', 'Kevin Bacon', 'Charley Rowan McCain', 'Simon Prast', 'Deborah Geffner', 'Daniel Lench', 'Chloe Farnworth', 'Brad Swanick', 'Uli Latukefu', 'Susan Pingleton', 'Zachary Mooren', 'Ned Vaughn', 'Marcus LaVoi', 'Sophie Thatcher', 'Albert Kong', 'Toby Huss', 'Taylor Kowalski', 'Pegah Rashti', 'Larry Fessenden', 'Marlyn Ortiz', 'Alison Wonderland', 'Kristin Carey', 'Cecilia Yesuil Kim', 'Clayton Farris', 'Melissa Kaye Bontempt', 'Allen Waiserman']",3.1,2.0,"['Thriller', 'Horror', 'Mystery']",104,['USA'],English,['English'],"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.","['A24', 'Motel Mojave', 'Access Entertainment']",609326,135494,158354,1700,2573,8127,11367,46001,68324,142434,106695,91315,21747,34694,533277,https://letterboxd.com/film/maxxxine/,https://letterboxd.com/kurstboy/films/
Inside Out 2,2024,Kelsey Mann,"['Amy Poehler', 'Maya Hawke', 'Kensington Tallman', 'Liza Lapira', 'Tony Hale', 'Lewis Black', 'Phyllis Smith', 'Ayo Edebiri', 'Lilimar', 'Grace Lu', 'Sumayyah Nuriddin-Green', 'Adèle Exarchopoulos', 'Diane Lane', 'Kyle MacLachlan', 'Paul Walter Hauser', 'Yvette Nicole Brown', 'Ron Funches', 'James Austin Johnson', 'Yong Yea', 'Steve Purcell', 'Dave Goelz', 'Kirk R. Thatcher', 'Frank Oz', 'Paula Pell', 'June Squibb', 'Pete Docter', 'Paula Poundstone', 'John Ratzenberger', 'Sarayu Blue', 'Flea', 'Bobby Moynihan', 'Kendall Coyne Schofield']",3.64,nan,"['Comedy', 'Drama', 'Family', 'Animation', 'Adventure']",97,['USA'],English,['English'],"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.","['Walt Disney Pictures', 'Pixar']",1817986,206166,549724,2000,2562,7048,7224,41361,64533,265419,316244,484621,142357,215895,1547264,https://letterboxd.com/film/inside-out-2-2024/,https://letterboxd.com/kurstboy/films/
Boys Go to Jupiter,2024,Julian Glander,"['Elsie Fisher', 'Sarah Sherman', 'Eva Victor', 'Julio Torres', 'Tavi Gevinson', 'Joe Pera', 'Cole Escola', 'Grace Kuhlenschmidt', 'Chris Fleming', 'Miya Folick', 'River L. Ramirez', 'Max Wittert', 'Jack Corbett', 'Janeane Garofalo', 'Demi Adejuyigbe']",3.55,nan,"['Music', 'Comedy', 'Animation']",90,['USA'],English,['English'],"A teenager in suburban Florida desperately hustles to make $5,000 in this dreamy and surreal animated coming-of-age story.",['Glanderco'],749,774,265,3,0,9,13,20,28,92,115,131,57,87,552,https://letterboxd.com/film/boys-go-to-jupiter/,https://letterboxd.com/kurstboy/films/
Longlegs,2024,Osgood Perkins,"['Maika Monroe', 'Nicolas Cage', 'Blair Underwood', 'Alicia Witt', 'Michelle Choi-Lee', 'Dakota Daulby', 'Lauren Acala', 'Kiernan Shipka', 'Maïla Hosie', 'Jason William Day', 'Lisa Chandler', 'Ava Kelders', 'Rryla McIntosh', 'Carmel Amit', 'Shafin Karim', 'Trey Helten', 'Daniel Bacon', 'Vanessa Walsh', 'Beatrix Perkins', 'Scott Nicholson', 'Peter Bryant', 'Charles Jarman', 'Hazel Bartlett-Sias', 'Marlea Cleveland', 'Melissa Shim', 'Malcolm Masters', 'Erin Boyes', 'Lumen Beltran', 'Anita Wittenberg', 'Michelle Cyr']",3.39,nan,"['Horror', 'Thriller', 'Crime']",101,"['Canada', 'USA']",English,['English'],"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.","['C2 Motion Picture Group', 'Saturn Films', 'Oddfellows Entertainment', 'Traffic.', 'Range Media Partners', 'Waypoint Entertainment']",1163983,197162,323917,4000,6455,15793,15672,62991,77890,204837,217920,267368,86527,74470,1029923,https://letterboxd.com/film/longlegs/,https://letterboxd.com/kurstboy/films/
