Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Keeping the Faith,2000,Edward Norton,"['Ben Stiller', 'Edward Norton', 'Jenna Elfman', 'Anne Bancroft', 'Eli Wallach', 'Ron Rifkin', 'Miloš Forman', 'Holland Taylor', 'Lisa Edelstein', 'Brian George', 'Rena Sofer', 'Ken Leung', 'Marilyn Cooper', 'Juan Piedrahita', 'Bodhi Elfman', 'Santi Formosa', 'Dagmara Dominczyk', ""Craig 'Radioman' Castaldo""]",3.04,3.0,"['Comedy', 'Romance']",127,['USA'],English,"['English', 'Hebrew (modern)', 'Spanish']","Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.","['Spyglass Entertainment', 'Touchstone Pictures', 'Triple Threat Talent']",30828,4206,3494,26,154,407,490,2002,2475,5089,2428,1622,315,452,15434,https://letterboxd.com/film/keeping-the-faith/,https://letterboxd.com//fumilayo/films/page/8/
Erin Brockovich,2000,Steven Soderbergh,"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger', 'Cherry Jones', 'Veanne Cox', 'Conchata Ferrell', 'Tracey Walter', 'Peter Coyote', 'Michael Harney', 'Scarlett Pomers', 'Scotty Leavenworth', 'Gina Gallego', 'T.J. Thyne', 'Valente Rodriguez', 'Erin Brockovich', 'David Brisbin', 'Dawn Didawick', 'George Rocky Sullivan', 'Pat Skipper', 'Jack Gill', 'Irene Olga López', 'Emily Marks', 'Julie Marks', 'Gemmenne de la Peña', 'Adilah Barnes', 'Irina V. Passmoore', 'Ron Altomare', 'Charles John Bukey', 'Randy Lowell', 'Jamie Harrold', 'Sarah Ashley', 'Joe Chrest', 'Meredith Zinner', 'William Lucking', 'Mimi Kennedy', 'Scott Sowers', 'Kristina Malota', 'Wade Williams', 'Cordelia Richards', 'Ashley Pimental', 'Brittany Pimental', 'Larry Martinez', 'LeRoy A. Simmons', 'Don Snell', 'Michael Shamberg', 'Ronald E. Hairston', 'Scott Allen', 'Sheila Shaw', 'Matthew Kimbrough', 'Jason Cervantes', 'Spencer Kayden', 'Norma Maldonado', 'Mike Malone', 'Tom Tangen', 'Julie Wagner']",3.84,4.0,['Drama'],131,['USA'],English,['English'],"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",['Jersey Films'],360974,52415,81239,1500,164,639,632,3850,5943,30771,45431,78303,22029,26413,214175,https://letterboxd.com/film/erin-brockovich/,https://letterboxd.com//fumilayo/films/page/8/
Chuck & Buck,2000,Miguel Arteta,"['Mike White', 'Chris Weitz', 'Lupe Ontiveros', 'Beth Colt', 'Paul Weitz', 'Maya Rudolph', 'Mary Wigmore', 'Paul Sand', 'Gino Buccola', 'Annette Murphy', 'Glory Simon', 'Douglas Kieffer', 'Jonathan Brown', 'Ruthie Bram', 'Giovanni Gieco', 'T.J. Wilkins', 'Ezra Pugh', 'Erin Espinoza', 'Megan McCaw', 'Linda Lichter', 'Meredith Tucker', 'Zak Penn', 'Tony Maxwell', 'Vince Duffy', 'Dana Baratta', 'Pamela Gordon', 'Josephina J. Rocha', 'Jesse Lee Thomas', 'Caleb Wilson', 'Nathaniel Olderman', 'Chuy Chávez', 'Adam Storms Parker', 'Paul Gellman', 'James Mooney', 'Damon Huss', 'Miranda Thompson', 'Ron Yerxa', 'Yehuda Maayan', 'Jules Bruff', 'Marc Hyman', 'Barry G. Thomas']",3.45,nan,"['Drama', 'Comedy']",96,['USA'],English,['English'],"Chuck and Buck are childhood best friends whose lives have taken very different paths. While Chuck moved away and now has a real life, Buck stayed behind and developed a dangerous fixation—on Chuck's life.","['Blow Up Pictures', 'Flan de Coco Films', 'Artisan Entertainment']",6627,3391,1264,17,38,62,66,200,299,913,946,990,248,172,3934,https://letterboxd.com/film/chuck-buck/,https://letterboxd.com//fumilayo/films/page/8/
The Talented Mr. Ripley,1999,Anthony Minghella,"['Matt Damon', 'Gwyneth Paltrow', 'Jude Law', 'Cate Blanchett', 'Philip Seymour Hoffman', 'Jack Davenport', 'James Rebhorn', 'Sergio Rubini', 'Philip Baker Hall', 'Celia Weston', 'Fiorello', 'Stefania Rocca', 'Ivano Marescotti', 'Anna Longhi', 'Alessandro Fabrizi', 'Lisa Eichhorn', 'Gretchen Egolf', 'Jack Willis', 'Frederick Alexander Bosche', 'Dario Bergesio', 'Larry Kaplan', 'Claire Hardwick', 'Antonio Prester', 'Lorenzo Mancuso', 'Onofrio Mancuso', 'Massimo Reale', 'Emanuele Carucci Viterbi', 'Caterina Deregibus', 'Silvana Bosi', 'Gianfranco Barra', 'Renato Scarpa', 'Deirdre Lovejoy', 'Brian Tarantina', 'Guy Barker', 'Bernardo Sassetti', 'Perico Sambeat', 'Gene Calderazzo', 'Joseph Lepore', 'Rosario Giuliuni', 'Eddy Palerno', 'Byron Wallen', 'Pete King', 'Clark Tracey', 'Jean Toussaint', 'Geoff Gascoyne', 'Carlo Negroni', 'Giuseppe Fiorello', 'Marco Quaglia', 'Alessandra Vanzi', 'Marco Rossi', 'Roberto Valentini', 'Francesco Bovino', 'Stefano Canettieri', 'Marco Foti', 'Ludovica Tinghi', 'Nicola Pannelli', 'Paolo Calabresi', 'Pietro Ragusa', 'Simone Empler', 'Gianluca Secci', 'Manuel Ruffini', 'Pierpaolo Lovino', 'Roberto Di Palma', 'Dominic Fumusa']",3.85,nan,"['Crime', 'Drama', 'Thriller']",140,['USA'],English,"['English', 'Italian']","Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.","['Mirage Enterprises', 'Timnick Films']",600815,84105,152199,6500,559,1581,1596,8513,12602,55073,86965,147302,49905,44735,408831,https://letterboxd.com/film/the-talented-mr-ripley/,https://letterboxd.com//fumilayo/films/page/8/
Magnolia,1999,Paul Thomas Anderson,"['Tom Cruise', 'Philip Baker Hall', 'Philip Seymour Hoffman', 'Julianne Moore', 'William H. Macy', 'John C. Reilly', 'Melora Walters', 'Jeremy Blackman', 'Jason Robards', 'Melinda Dillon', 'Michael Bowen', 'April Grace', 'Ricky Jay', 'Emmanuel Johnson', 'Pat Healy', 'Genevieve Zweig', 'Mark Flanagan', 'Neil Flynn', 'Rod McLachlan', 'Allan Graf', 'Patton Oswalt', ""Raymond 'Big Guy' Gonzales"", 'Brad Hunt', 'Jim Meskimen', ""Chris O'Hara"", 'Clement Blake', 'Frank Elmore', 'John Kraft Seitz', 'Cory Buck', 'Tim Soronen', 'Jim Ortlieb', 'Thomas Jane', 'Holly Houston', 'Benjamin Niedens', 'Veronica Hart', 'Missy Spell Tanner', 'James Kiriyama-Lem', 'Jake Cross', 'Charlie Scott Jr.', 'Juan Medrano', 'John Pritchett', 'Cleo King', 'Don McManus', 'Michael Shamus Wiles', 'Jason Andrews', 'John S. Davies', 'Kevin Breznahan', 'Miguel Pérez', 'Alfred Molina', 'David Masuda', 'Neil Pepe', 'Lionel Mark Smith', 'Annette Helde', 'Lynne Lerner', 'Felicity Huffman', 'Scott Burkett', 'Bob Brewer', 'Julie Brewer', 'Nancy Marston', 'Maurey Marston', 'Jamala Gaither', 'Danny Wells', 'Amy Brown', 'Eileen Ryan', 'Meagen Fay', 'Patricia Forte', 'Luis Guzmán', 'Patrick Warren', 'Orlando Jones', 'Virginia Pereira', 'Craig Kvinsland', 'Patricia Scanlon', 'Henry Gibson', 'Natalie Elizabeth Marston', 'Bobby Brewer', 'Clark Gregg', 'Art Frankel', 'Matt Gerald', 'Guillermo Melgarejo', 'Paul F. Tompkins', 'Mary Lynn Rajskub', 'Jim Beaver', 'Ezra Buzzington', 'Denise Woolfork', 'Michael Murphy', 'Robert Downey Sr.', 'William Mapother', 'Larry Ballard', 'Brett Higgins', 'Brian Higgins', 'Michael Lee Phillips Jr.', 'Lillian Adams', 'Steven Bush', 'Mike Massa', 'Dale Gibson', 'Scott Alan Smith', 'Paul Thomas Anderson', 'Miriam Margolyes', 'Bruno Angelico', 'Robert Bella', 'Greg Bronson', 'Douglas Busby', 'Marc Davies', 'Bruce Gregory', 'Phil Hawn', 'Spencer Kayden', 'Brian Kehew', 'Michael Laren', 'Aimee Mann', 'Tom Ohmer', 'Colleen Pelletier', 'Herb Santos Jr.', 'Tom Tangen']",4.22,4.0,['Drama'],189,['USA'],English,"['English', 'French', 'German']","On one random day in the San Fernando Valley, a dying father, a young wife, a male caretaker, a famous lost son, a police officer in love, a boy genius, an ex-boy genius, a game show host and an estranged daughter will each become part of a dazzling multiplicity of plots, but one story.","['New Line Cinema', 'Ghoulardi Film Company']",522778,156342,172056,13000,976,2163,1405,6654,6972,28538,38567,100984,69073,94980,350312,https://letterboxd.com/film/magnolia/,https://letterboxd.com//fumilayo/films/page/8/
Mansfield Park,1999,Patricia Rozema,"[""Frances O'Connor"", 'Lindsay Duncan', 'James Purefoy', 'Sheila Gish', 'Harold Pinter', 'Victoria Hamilton', 'Hugh Bonneville', 'Justine Waddell', 'Embeth Davidtz', 'Alessandro Nivola', 'Sophia Myles', 'Jonny Lee Miller', 'Hannah Taylor-Gordon', 'Talya Gordon', 'Bruce Byron', 'Elizabeth Eaton', 'Elizabeth Earl', 'Philip Sarson', 'Amelia Warner', 'Charles Edwards', 'Anna Popplewell', 'Hilton McRae', 'Danny Worters', 'Gordon Reid', 'Jack Murphy', 'Peter Curtis', 'Emma Flett', 'Wendy Woodbridge']",3.15,nan,"['Drama', 'Romance']",112,['UK'],English,['English'],"When spirited young woman, Fanny Price is sent away to live on the great country estate of her rich cousins, she's meant to learn the ways of proper society. But while Fanny learns 'their' ways, she also enlightens them with a wit and sparkle all her own.","['HAL Films', 'BBC Film']",23034,5994,3015,22,117,275,265,1133,1556,3707,2249,1840,304,511,11957,https://letterboxd.com/film/mansfield-park/,https://letterboxd.com//fumilayo/films/page/8/
The Best Man,1999,Malcolm D. Lee,"['Taye Diggs', 'Morris Chestnut', 'Nia Long', 'Harold Perrineau', 'Terrence Howard', 'Sanaa Lathan', 'Regina Hall', 'Monica Calhoun', 'Jim Moody', 'Malcolm D. Lee', 'Victoria Dillard', 'Melissa De Sousa', 'Liris Crosse', 'Lady Madonna', 'Emilie Gaskins', ""Stu 'Large' Riley"", 'Jarrod Bunch', 'Willie C. Carpenter']",3.35,3.5,"['Drama', 'Comedy']",120,['USA'],English,['English'],"After writing a soon-to-be bestselling novel, writer and committed bachelor Harper attempts to hide the fact that his saucy new book is loosely based on the lives and loves of his tight-knit group of friends. Harper is set to be best man at his friend Lance's wedding, and all his friends will be in attendance. When an advance copy of the book makes its way into the hands of his ex-flame, Jordan, Harper attempts to keep it under wraps.","['Universal Pictures', '40 Acres and a Mule Filmworks']",10533,3816,2571,67,26,64,60,351,480,1743,1518,1339,228,519,6328,https://letterboxd.com/film/the-best-man/,https://letterboxd.com//fumilayo/films/page/8/
Double Jeopardy,1999,Bruce Beresford,"['Ashley Judd', 'Tommy Lee Jones', 'Bruce Greenwood', 'Annabeth Gish', 'Benjamin Weir', 'Jay Brazeau', 'Roma Maffia', 'Davenia McFadden', 'Gillian Barber', 'Michael Gaston', 'John Maclaren', 'Ed Evanko', 'Bruce Campbell', 'Brennan Elliott', 'Angela Schneider', 'Tom McBeath', 'David Jacox', 'Betsy Brantley', 'Woody Jeffreys', 'French Tickner', 'Maria Bitamba', 'Ben Bode', 'Robin J. Kelley', 'Dana Still', 'Gabrielle Rose', 'Daniel Lapaine', 'Maria Herrera', 'Babs Chula', 'Enuka Okuma', 'Peter Kimmerly', 'George Gordon', 'David Fredericks', 'Anna Hagan', 'Fulvio Cecere', 'Tracy Vilar', 'Addison Ridge', 'Crystal Verge', 'Joy Coghill', 'Bernard Cuffling', 'Barth C. Phillips', 'Jerome Alexander', 'Reginald Ringo', 'George Hunter', 'Ingrid Torrance', 'Roger Cross', 'Pamela Perry', 'Tim McDermott', 'Keegan Connor Tracy', 'Dave Hager', 'Jason Douglas', 'Jeannie Grelier Church', 'Austin B. Church', 'Mykel Shannon Jenkins', 'Joe Simon', 'Charlie Detraz', 'Susan LeCourt-Barbe', 'Ramona Tyler', 'C. Barrett Downing', 'Michelle Stafford', 'Greg DiLeo', 'Lance Spellerberg', 'George Touliatos', 'Deryl Hayes', 'Brent Woolsey', 'Eliza Norbury', 'Roland Bob Harris', 'George Montgomery II', 'Lossen Chambers', 'Harold Evans', 'Thomas M. Mathews', 'Gordon Starling Jr.', 'Spencer Treat Clark', 'Rondel Reynoldson', 'Nicolas Roye', 'John Kapelos', 'Desmond Campbell']",3.13,nan,"['Drama', 'Mystery', 'Thriller']",105,"['Germany', 'USA']",English,['English'],"Framed for the murder of her husband, Libby Parsons survives the long years in prison with two burning desires sustaining her -- finding her son and solving the mystery that destroyed her once-happy life. Standing between her and her quest; however, is her parole officer, Travis Lehman. Libby poses a challenge to the cynical officer, one that forces him to face up to his own failings while pitting him against his superiors and law enforcement colleagues.","['Paramount Pictures', 'MFP Munich Film Partners GmbH & Company I. Produktions KG']",74159,9628,10570,129,141,588,1026,4223,6088,13999,7843,6052,1052,2110,43122,https://letterboxd.com/film/double-jeopardy-1999/,https://letterboxd.com//fumilayo/films/page/8/
But I'm a Cheerleader,1999,Jamie Babbit,"['Natasha Lyonne', 'Clea DuVall', 'Cathy Moriarty', 'RuPaul', 'Melanie Lynskey', 'Katharine Towne', 'Katrina Phillips', 'Joel Michaely', 'Douglas Spain', 'Kip Pardue', 'Eddie Cibrian', 'Michelle Williams', 'Brandt Wille', 'Bud Cort', 'Mink Stole', 'Katie Donahue', 'Danielle Reneau', 'Dante Basco', 'Kyle Thatcher', 'Robert Pine', 'Rachelle Carson', 'Wesley Mann', 'Richard Moll', 'Julie Delpy', 'Charles Braden', 'Jacqueline Aguirre', 'Amy Ash', 'William Bilaclac', 'Patricia Cadena', 'Thai Chau', 'Jeff Diehl', 'Tony Dimaio', 'Robert Francis', 'Katina Garrett', 'Terri Gloyd', 'Candi Guterres', 'Nathan Hayden', 'Ryan Nick Hilckmann', 'My Hua', 'Sam Irwin', 'Justine Jagoda', 'Jolynn Jones', 'Seth Jones', 'Bret Keisel', 'Carolyn Krieger', 'Rocky Leiva', 'Alfred Leivas', 'Linda Lichtman', 'Beverly Neufield', 'Lonnie Moreno', 'Sheri Ozeki', 'Charlene Pascall', 'Christopher Perez', 'Jenny Rounds', 'Marilyn Sanders', 'Andrew Seder', 'Bambi Shulte', 'Dawn Stobaugh', 'Heidi Sulzman', 'Manuel Tombakian', 'Jeffrey Vandenburgh', 'Dawn Michelle Hoffman', 'Lindsay Calnon', 'Charlene Hooper', 'Jamie Jessick', 'Angela Klein', 'Kristina Klein', 'Kimberly Martinez', 'Michelle Patterson', 'Bethany Swader', 'Katy Swader', 'Danielle Vachal', 'Jenni Pulos', 'Niki York', 'Ione Skye']",4.0,nan,"['Romance', 'Comedy']",85,['USA'],English,['English'],"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must, with other lesbians and gays learn how to be straight.","['Ignite Entertainment', 'Lionsgate', 'The Kushner-Locke Company']",605364,153286,270725,22000,657,1450,1278,6074,8563,41727,59986,139285,54542,130359,443921,https://letterboxd.com/film/but-im-a-cheerleader/,https://letterboxd.com//fumilayo/films/page/8/
Beau Travail,1999,Claire Denis,"['Denis Lavant', 'Michel Subor', 'Grégoire Colin', 'Richard Courcet', 'Nicolas Duvauchelle', 'Adiatou Massudi', 'Mickael Ravovski', 'Dan Herzberg', 'Giuseppe Molino', 'Gianfranco Poddighe', 'Marc Veh', 'Thong Duy Nguyen', 'Jean-Yves Vivet', 'Bernardo Montet', 'Dimitri Tsiapkinis', 'Djamel Zemali', 'Abdelkader Bouti', 'Marta Tafesse Kassa', 'Loula Ali Lotta', 'Ali Mohammed Hamadou', 'Ahmed Houffeil Abdi', 'Aicha Med Robleh', 'Sigue Samouel', 'Almaz Lissana', 'Kounana Mitike', 'Amina Iman', 'Yawadit Bahailou', 'Zinat Cheik Safi', 'Hiwat Ayalleh', 'Touriye Ballata', 'Hiwat Echete', 'Haba Kebede', 'Makdas Sahay', 'Amina Idriss', 'Sahait Alemanyeh', 'Yedit Bahalou', 'Kadija Mohamed', 'Mimi Alem', 'Roukoya Mohamed', 'Amina Salah', 'Imabet Tadesse', 'Ganat Mamo', 'Matha Wolde', 'Mona Lisa']",4.13,nan,['Drama'],93,['France'],French,"['French', 'Italian', 'Russian', 'Turkish']","Foreign Legion officer Galoup recalls his once glorious life, training troops in the Gulf of Djibouti. His existence there was happy, strict and regimented, until the arrival of a promising young recruit, Sentain, plants the seeds of jealousy in Galoup's mind.","['Tanaïs Productions', 'La Sept-Arte', 'S.M. Films', 'Pathé Télévision']",121395,69184,43845,3700,236,535,567,2092,2447,7897,11141,24801,16721,21412,87849,https://letterboxd.com/film/beau-travail/,https://letterboxd.com//fumilayo/films/page/8/
Topsy-Turvy,1999,Mike Leigh,"['Jim Broadbent', 'Allan Corduner', 'Timothy Spall', 'Lesley Manville', 'Ron Cook', 'Wendy Nottingham', 'Kevin McKidd', 'Shirley Henderson', 'Dorothy Atkinson', 'Martin Savage', 'Eleanor David', 'Sam Kelly', 'Andy Serkis', 'Charles Simon', 'Vincent Franklin', 'Cathy Sara', 'Nicholas Woodeson', 'Jonathan Aris', 'Stefan Bednarczyk', 'Mark Benton', 'Eve Pearce', 'Lavinia Bertram', 'Theresa Watson', 'Kenneth Hadley', 'Michael Simkins', 'Dexter Fletcher', 'Louise Gold', 'Kate Doherty', 'Sukie Smith', 'Mia Soteriou', 'Akemi Otani', 'Togo Igawa', 'Kanako Morishita', 'Naoko Mori', 'Eiji Kusuhara', 'Alison Steadman', 'Francis Lee', 'Katrin Cartlidge', 'Julia Rayner', 'Angela Curran', 'Brid Brennan', 'Ashley Jensen', 'Richard Coyle', 'Kacey Ainsworth', 'Debbie Chazen', 'Rosie Cavaliero', 'Monica Dolan', 'Steve Speirs', 'Mary Roscoe', 'Matt Bardock', 'Paul Rider', 'Kevin Walton', 'Mary Roscoe', 'Gemma Page', 'Sarah Howe', 'Teresa Gallagher', 'Anna Francolini', 'Sophie Duval', 'Michelle Chadwick', 'Wayne Cater', 'Simon Butteriss', 'Lorraine Brunning', 'Nicholas Boulton', 'Richard Attlee', 'Ashley Artus', 'Paul Barnhill', 'John Warnaby', 'Julie Jupp', 'Heather Craney', 'Shaun Glanville', 'Julian Bleach', 'Millie Gregory', 'Neil Humphries', 'Keeley Gainey', 'Toksan Takahashi', 'Kimi Shaw', 'Nick Bartlett', 'Gary Dunnington', 'Amanda Crossley', 'Matthew Mills', 'David Neville', 'Philippe Constantin', 'Jenny Pickering', 'Gary Yershon', 'Adam Searles', 'William Neenan', 'Geoffrey Hutchings', 'Roger Heathcott']",3.85,4.0,"['Music', 'Drama', 'History', 'Comedy']",160,"['UK', 'USA']",English,"['English', 'French', 'Japanese', 'German', 'Italian']","After their production ""Princess Ida"" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to ""The Mikado,"" one of the duo's greatest successes.","['Newmarket Capital Group', 'Goldwyn Films', 'The Greenlight Fund', 'Thin Man Films', 'Film4 Productions']",15061,11900,3620,103,12,61,71,276,363,1273,1697,2942,1421,1290,9406,https://letterboxd.com/film/topsy-turvy/,https://letterboxd.com//fumilayo/films/page/8/
Bowfinger,1999,Frank Oz,"['Steve Martin', 'Eddie Murphy', 'Heather Graham', 'Christine Baranski', 'Jamie Kennedy', 'Barry Newman', 'Adam Alexi-Malle', 'Kohl Sudduth', 'Terence Stamp', 'Robert Downey Jr.', 'Alejandro Patiño', 'Alfred De Contreras', 'Ramiro Fabian', 'Johnny Sanchez', 'Claude Brooks', 'Kevin Scannell', 'John Prosky', 'Michael Dempsey', 'Walter Powell', 'Phill Lewis', 'Marisol Nichols', 'Nathan Anderson', 'Brogan Roche', 'John Cho', 'Lloyd Berman', 'Zaid Farid', 'Aaron Brumfield', 'Kevin Grevioux', 'Kimble Jemison', 'Alex Craig Mann', 'Laura Grady', 'Reamy Hall', 'Michelle Boehle', 'Kimberly Baum', 'Megan Denton', 'Janet Jaeger', 'Hope Wood', 'Addie Yungmee', 'Andrea Toste', 'Carl Kocis', 'Steve J. Termath', 'Alan Oliney']",3.36,nan,['Comedy'],97,['USA'],English,['English'],"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.","['Universal Pictures', 'Imagine Entertainment', 'Brian Grazer Productions']",66239,11264,12019,117,216,710,623,2515,3185,8996,8552,8179,1761,1788,36525,https://letterboxd.com/film/bowfinger/,https://letterboxd.com//fumilayo/films/page/9/
The Thomas Crown Affair,1999,John McTiernan,"['Pierce Brosnan', 'Rene Russo', 'Denis Leary', 'Ben Gazzara', 'Frankie Faison', 'Fritz Weaver', 'Charles Keating', 'Mark Margolis', 'Faye Dunaway', 'Michael Lombard', 'Bill Ambrozy', 'Michael Bahr', 'Robert D. Novak', 'Joe H. Lamb', 'James Saito', 'Esther Cañadas', 'Mischa Hausserman', 'Daniel Oreskes', 'Dominic Chianese Jr.', 'Ritchie Coster', 'Gregg Bello', 'John P. McCann', 'Gino Lucci', 'George Christy', 'Mike Danner', 'James J. Archer', 'John Elsen', 'Robert Spillane', 'Daniel Jamal Gibson', 'Cynthia Darlow', 'Sherry Koftan', 'Jane DeNoble', 'Gene Bozzi', 'Ryan Hecht', 'Paul Simon', 'Tom Tammi', 'Mark Zeisler', 'Mark Zimmerman', 'Daniel Southern', 'James Yaegashi', 'Ira Wheeler', 'David Adkins', 'John McKay', 'Melissa Maxwell', 'Colleen Hamm', 'Timothy Wheeler', 'John Thrall Bush', 'Dominic Marcus', 'Robert Lewis Stephenson', 'David Toney', 'Phillip Douglas', 'Jeffrey Dreisbach', 'R.J. Remo', 'Caleb Archer', 'Dennis Creaghan', 'Randy Phillips', 'Gloria Barnes', 'Mimi Weddell', 'Pat Friedlander', 'Gary L. Catus', 'Jeremy Nagel', 'John C. Havens', 'Annie Rose Murray', 'Bill Tatum', 'Teddy Coluca', 'Michael Charles', 'Orlando Carafa', 'Ben Epps', 'Kim D. Cannon', 'Douglas Kahelemauna Nam', 'Richard Russell Ramos', 'John Seidman', 'Robert Ian Mackenzie', 'Yusef Bulos', 'Ray Virta', 'Thomas Michael Sullivan', 'J. Paul Boehmer', 'Tony Cucci', 'Paul Geoffrey', 'R.E. Rodgers', 'Tom Bloom', 'Kim Craven', 'Marion McCorry', 'Sean Haberle', 'Mikel Sarah Lambert', 'Angelo Fraboni', 'Melanie LaPatin', 'Jodi Ellen Melnick', 'Tony Meredith', 'Michael Terrace', 'Courtney Bennett', 'Diana Berry', 'Steve Bilich', 'Kimberly Evan', 'Charles Gemmill', 'Simon Jones', 'Rich Keen', 'Timothy Klein', 'Stan Klimecko', 'Mark A. Langston', 'Steven E. Lawler', 'Daniel Maysen', 'Josh Mowery', 'Andy Redmond', 'Victoria Rong', 'Eliot Sash', 'Norman Steiner', 'Alberto Suarez', 'Jodi White']",3.36,nan,"['Drama', 'Romance', 'Crime']",113,['USA'],English,['English'],"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.","['United Artists', 'Irish Dreamtime', 'Metro-Goldwyn-Mayer']",68652,11864,11508,233,121,430,600,2538,3829,11116,10302,7938,1545,1780,40199,https://letterboxd.com/film/the-thomas-crown-affair-1999/,https://letterboxd.com//fumilayo/films/page/9/
Mystery Men,1999,Kinka Usher,"['Ben Stiller', 'Hank Azaria', 'William H. Macy', 'Greg Kinnear', 'Kel Mitchell', 'Paul Reubens', 'Janeane Garofalo', 'Wes Studi', 'Claire Forlani', 'Geoffrey Rush', 'Lena Olin', 'Eddie Izzard', 'Tom Waits', 'Artie Lange', 'Louise Lasser', 'Ricky Jay', 'Jenifer Lewis', 'Pras Michel', 'Ned Bellamy', 'Joel McCrary', 'Ernie Lee Banks', 'Gerry Becker', 'Corbin Bleu', 'Philip Bolden', 'Jake Cross', 'Emmy Laybourne', 'Mason Lucero', 'Monet Mazur', 'Christopher Mugglebee', 'Olivia Lauren Todd', 'Frederick Usher', 'Kinka Usher', 'Gayle Vance', 'Adrian Armas', 'Gichi Gamba', 'Thomas Lake', 'Robert Musselman', 'Solo Scott', 'Erik Michael Tristan', 'James Duke', 'Angelica Bridges', 'Ungela Brockman', 'Kimberly James', 'Andreea Radutoiu', 'Michael Bay', 'Noah Blake', 'Riki Rachtman', 'T-Mo', 'Cee Lo Green', 'Big Gipp', 'Khujo', 'Michael Chieffo', 'Gil Christner', 'Carl Strand', 'Robert Chow', 'John Brantley Cole', 'Steven Jang', 'Sung Kang', 'Sasha Bray', 'Sunny Görg', 'Shane J. Bobb', 'Jennifer Lee Keyes', 'Marie Matiko', 'Jody Watley', 'Margaret Wheeler', 'Billy Beck', 'Robert P. Lieb', 'Florence Stone Fevergeon', 'Sarah Kane', 'Ed Denette', 'Nori T. Gehr', 'Kiko Kiko', 'Kiyoko Yamaguchi', 'Mark Mothersbaugh', 'Nancye Ferguson', 'Katie Adams', 'Shirley Bowden', 'Helen Etting', 'Lu Gay', 'Valerie Gitter', 'Mac Greenstein', 'C. Elane Innes', 'Irene Kamsler', 'Miriam R. Lawless', 'Teresa MacLean', 'Joanne McDermott', 'Crystal Gaer White', 'Joann Richter', 'Stacey Travis', 'Larkin Campbell', 'Oliver Clark', 'Jack Plotnick', 'Dane Cook', 'Vince Melocchi', 'Doug Jones', 'Vincent Bowman', 'Vylette Fagerholm', 'Dana Gould', 'Branden Williams', 'Aaron Priest', 'Robert B. Martin Jr.', 'Gabrielle Conforti', 'Jeff Z. Danziger', 'Wilbert Sampson', 'Kenneth W. Watts', 'Elliot Durant III', 'Anthony Marinelli', 'Drinda E. Shaneyfelt', 'Félix Castro', 'Michael Craig', 'Ronald Lasky', 'David Still', 'Jonathan Khan', 'Jerry Farmer', ""Stephanie D'Abruzzo"", 'Lucas Meyers', 'Eiko Nijo']",3.07,3.0,"['Fantasy', 'Adventure', 'Comedy', 'Science Fiction', 'Action']",121,['USA'],English,['English'],"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.","['Universal Pictures', 'Golar Productions', 'Dark Horse Entertainment']",79219,12740,13302,170,386,1078,1246,4429,5476,12051,7630,5612,1057,1675,40640,https://letterboxd.com/film/mystery-men/,https://letterboxd.com//fumilayo/films/page/9/
