Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Jurassic World,2015,Colin Trevorrow,"['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan', ""Vincent D'Onofrio"", 'Ty Simpkins', 'Nick Robinson', 'Jake Johnson', 'Omar Sy', 'BD Wong', 'Judy Greer', 'Lauren Lapkus', 'Brian Tee', 'Katie McGrath', 'Andy Buckley', 'Eric Edelstein', 'Courtney James Clark', 'Colby Boothman-Shepard', 'Jimmy Fallon', 'James DuMont', 'Matt Burke', 'Anna Talakkottur', 'Matthew Cardarople', 'Michael Papajohn', 'William Gary Smith', 'Kelly Washington', 'Isaac Keys', 'Patrick Crowley', 'Chad Randall', 'Gary Weeks', 'Bill Ogilvie', 'Allan Tam', 'Yvonne Angulo', 'Chloe Perrin', 'Timothy Eulich', 'Kevin Foster', 'Bonnie Wild', 'Brad Bird', 'Colin Trevorrow', 'Justin Lacalamita', 'Tiffany Forest', 'Arlene Newman', 'Tait Fletcher', 'Jimmy Buffett', 'Tim Connolly', 'Johnny Otto', 'Erika Erica', 'Brandon Marc Higa', 'Martin Klebba', 'Eddie J. Fernandez', 'Rob Fuller', 'Julia Holt', 'Brandon Richardson']",3.05,nan,"['Adventure', 'Science Fiction', 'Thriller', 'Action']",124,['USA'],English,['English'],"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","['Amblin Entertainment', 'Universal Pictures']",1473855,86363,214564,1600,7775,24070,22317,87854,89923,228917,131297,123821,20070,39561,775605,https://letterboxd.com/film/jurassic-world/,https://letterboxd.com//ok_cinema/films/page/12/
The Assassin,2015,Hou Hsiao-hsien,"['Shu Qi', 'Chang Chen', 'Nikki Hsieh', 'Sheu Fang-Yi', 'Ethan Juan', 'Xu Fan', 'Zuo Xiaoqing', 'Satoshi Tsumabuki', 'Ni Dahong', 'Shih Chun', 'Zhou Yun', 'Mei Fang', 'Jacques Picoux', 'Yong Mei', 'Lei Zhenyu', 'Shao-Huai Chang', 'Leon Dai', 'Jack Kao', 'Hsin-Yu Ling']",3.51,4.0,"['Action', 'History', 'Drama']",105,"['China', 'France', 'Hong Kong', 'Taiwan']",Chinese,['Chinese'],"9th century China. Ten year old general’s daughter Nie Yinniang is abducted by a nun who initiates her into the martial arts, transforming her into an exceptional assassin charged with eliminating cruel and corrupt local governors. One day, having failed in a task, she is sent back by her mistress to the land of her birth, with orders to kill the man to whom she was promised – a cousin who now leads the largest military region in North China. After 13 years of exile, the young woman must confront her parents, her memories and her long-repressed feelings.","['Sil-Metropole Organisation', 'Media Asia', 'Central Motion Picture Corporation', 'Huace Film & TV', 'China Dream Film Culture Industry', 'SpotFilms', 'Wild Bunch']",38547,17301,7419,112,190,526,571,1845,2299,5116,5035,5987,2166,1855,25590,https://letterboxd.com/film/the-assassin-2015/,https://letterboxd.com//ok_cinema/films/page/12/
San Andreas,2015,Brad Peyton,"['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino', 'Ioan Gruffudd', 'Archie Panjabi', 'Paul Giamatti', 'Hugo Johnstone-Burt', 'Art Parkinson', 'Will Yun Lee', 'Kylie Minogue', 'Colton Haynes', 'Todd Williams', 'Matt Gerald', 'Alec Utgoff', 'Marissa Neitling', 'Morgan Griffin', 'Breanne Hill', 'Laurence Coy', 'Fiona Press', 'Dennis Coard', 'Ben McIvor', 'Nick Allen-Ducat', 'Claire Lovering', 'Sophia Emberson-Bain', 'Julian Shaw', 'Sofie Formica', 'Julie Brandt-Richards', 'Hugh Boddam-Whetham', 'Brad McMurray', 'John Reynolds', 'Simone Kessell', 'Saskia Williscroft', 'Arabella Morton', 'Hayley Sullivan', 'Renee Somerfield', 'Joey Vieira', 'Benjamin Blankenship', 'Barry Southgate', 'Nikki Green', 'Calum Grant', 'Eduardo Ambriz DeColosio', 'Michael Asberry', 'Teirrah McNair', 'Michael Yamaguchi', 'AnnaCorey', 'Stephen Chang', 'Hayley Gagner', 'Stephanie Johnston', ""Tom O'Reilly"", 'Vanessa Ross', 'Andrea Walker', 'Allan Poppleton', 'Sam Arnold']",2.46,nan,"['Drama', 'Action', 'Thriller']",114,"['Canada', 'USA', 'Australia']",English,['English'],"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.","['New Line Cinema', 'Village Roadshow Pictures', 'Flynn Picture Company', 'Warner Bros. Pictures']",308205,21669,25524,292,4698,12429,13452,36313,31449,40487,15697,11969,2011,5302,173807,https://letterboxd.com/film/san-andreas/,https://letterboxd.com//ok_cinema/films/page/12/
Sicario,2015,Denis Villeneuve,"['Emily Blunt', 'Benicio del Toro', 'Josh Brolin', 'Victor Garber', 'Jon Bernthal', 'Daniel Kaluuya', 'Jeffrey Donovan', 'Raoul Max Trujillo', 'Julio Cesar Cedillo', 'Hank Rogerson', 'Bernardo P. Saracino', 'Maximiliano Hernández', 'Kevin Wiggins', 'Edgar Arreola', 'Kim Larrichio', 'Jesus Nevarez-Castillo', 'Dylan Kenin', 'John Trejo', 'Marty Lindsey', 'Alex Knight', 'Rio Alexander', 'Eric Steinig', 'Michael-David Aragon', 'Vic Browder', 'Boots Southerland', 'Adam Taylor', 'David Garver', 'Jesse Ramirez', 'James Espinoza', 'Arrazolo', 'Tomas Martinez', 'Alejandro Rodriguez', 'Jorge Rocha Fuentez', 'Johnny Palomarez Jr.', 'Eb Lottimer', 'Matthew Tompkins', 'Michael Sheets', 'Sarah Minnich', 'Matthew Page', 'Lora Martinez-Cunningham', 'Julian Ortega', 'Ian Posada', 'Antonio Leyba', 'Frank Andrade', 'Juan Carlos Morales', 'Jesus Mayorga', 'Joseph P. Santillanes', 'Basil Iwanyk Sr.', 'Ivan Allen', 'John Burke', 'Tait Fletcher', 'Cesar Miramontes', 'Johnny Otto', 'Eddie Perez', 'Kaelee Vigil', 'Rick Anglada']",3.98,4.0,"['Action', 'Thriller', 'Crime']",122,"['Mexico', 'USA']",English,"['English', 'Spanish']",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"['Thunder Road', 'Black Label Media', 'Lionsgate', 'Redrum']",852071,138710,247807,5100,792,2393,2020,10627,14312,63247,101927,226970,104510,79873,606671,https://letterboxd.com/film/sicario-2015/,https://letterboxd.com//ok_cinema/films/page/12/
Inside Out,2015,Pete Docter,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone', 'Bobby Moynihan', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui', 'Peter Sagal', 'Rashida Jones', 'Lori Alan', 'Gregg Berger', 'Veronika Bonell', 'John Cygan', 'Andrea Datzman', 'Pete Docter', 'Tony Fucile', 'Randy Hahn', 'Jacob Hopkins', 'Evan Hudak', 'Molly Jackson', 'Sophia Lee Karadi', 'Erik Langley', 'Sherry Lynn', 'Mona Marshall', 'Bret Parker', 'Nick Pitera', 'Murray Pearl Schaeffer', 'Paris Van Dyke', 'Lennon Wynn', 'Aurora Blue', 'Lola Cooley', 'Dani Dare', 'Ronnie del Carmen', 'Keith Ferguson', 'Mary Gibbs', 'Carter Hastings', 'Emma Hudak', 'Dara Iruka', 'Daniella Jones', 'Elissa Knight', 'Dawnn Lewis', 'Tony Maki', 'Laraine Newman', 'Phil Proctor', 'Patrick Seitz', 'Jim Ward', 'Dashell Zamm']",3.85,nan,"['Comedy', 'Family', 'Animation', 'Adventure', 'Drama']",95,['USA'],English,['English'],"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.","['Pixar', 'Walt Disney Pictures']",3465845,251932,974384,9000,4641,14340,9321,61599,59419,311091,273140,631929,200612,430104,1996196,https://letterboxd.com/film/inside-out-2015/,https://letterboxd.com//ok_cinema/films/page/12/
Carol,2015,Todd Haynes,"['Cate Blanchett', 'Rooney Mara', 'Kyle Chandler', 'Jake Lacy', 'Sarah Paulson', 'John Magaro', 'Cory Michael Smith', 'Kevin Crowley', 'Nik Pajic', 'Carrie Brownstein', 'Trent Rowland', 'Sadie Heim', 'Kk Heim', 'Amy Warner', 'Michael Haney', 'Wendy Lardin', 'Pamela Evans Haynes', 'Greg Violand', 'Michael Joseph Thomas Ward', 'Kay Geiger', 'Christine Dye', 'Deb G. Girdler', 'Douglas Scott Sorenson', 'Ken Strunk', 'Mike Dennis', 'Ann Reskin', 'Annie Kalahurka', 'Linnea Bond', 'Steven Andrews', 'Tanya Smith', 'Ryan Wesley Gilreath', 'Chuck Gillespie', 'Jeremy Parker', 'Giedre Bond', 'Taylor Marie Frey', 'Liberty Fraysure', 'Robert J. Ashe', 'Anita Farmer Bergman', 'Colin Botts', 'Chelsea Carnder', 'Gary Chinn']",4.01,nan,"['Romance', 'Drama']",118,"['UK', 'USA']",English,['English'],"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.","['Killer Films', 'Number 9 Films', 'Film4 Productions']",622507,157918,215233,16000,716,2037,1565,8827,10411,47042,57055,128991,56431,106908,419983,https://letterboxd.com/film/carol-2015/,https://letterboxd.com//ok_cinema/films/page/12/
The Lobster,2015,Yorgos Lanthimos,"['Colin Farrell', 'Rachel Weisz', 'Olivia Colman', 'Léa Seydoux', 'Michael Smiley', 'Ariane Labed', 'John C. Reilly', 'Ben Whishaw', 'Angeliki Papoulia', 'Jessica Barden', ""Emma O'Shea"", 'Ashley Jensen', 'Roger Ashton-Griffiths', 'Anthony Dougall', 'Anthony Moriarty', 'Sean Duggan', 'Roland Ferrandi', 'Imelda Nagle Ryan', 'Jacqueline Abrahams', 'James Finnegan', 'Robert Heaney', 'Rosanna Hoult', 'Kathy Kelly', 'Kevin McCormack', 'Nancy Onu', 'Ewen MacIntosh', 'Patrick Malone', 'Sandra Hayden Mason', 'Garry Mountaine', 'Laoise Murphy', 'Ishmael Moalosi', ""Matthew O'Brien"", 'Judi King Murphy', 'Chris Threader', 'Cian Boylan', 'Clive Dev', 'Degnan Geraghty', 'Heidi Ellen Love', 'Dolores Marren', 'Mark McCormack', 'Stephen Ryan']",3.77,nan,"['Drama', 'Comedy', 'Romance']",119,"['France', 'Greece', 'Ireland', 'Netherlands', 'UK']",English,"['English', 'French', 'Greek (modern)']","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.","['Scarlet Films', 'Haut et Court', 'Eurimages', 'Lemming Film', 'Element Pictures', 'Nederlands Fonds voor de Film', 'Greek Film Centre', 'Faliro House Productions', 'Limp', 'Film4 Productions', 'Protagonist Pictures']",1188076,188001,342964,11000,4555,10908,6980,30172,32383,117343,152116,277030,101878,96770,830135,https://letterboxd.com/film/the-lobster/,https://letterboxd.com//ok_cinema/films/page/12/
Our Little Sister,2015,Hirokazu Kore-eda,"['Haruka Ayase', 'Masami Nagasawa', 'Kaho', 'Suzu Hirose', 'Ryo Kase', 'Ryohei Suzuki', 'Ikeda Takafumi', 'Kentaro Sakaguchi', 'Oshirō Maeda', 'Midoriko Kimura', 'Yuko Nakamura', 'Kazuaki Shimizu', 'Kaoru Hirata', 'Masumi Nomura', 'Seki Yuki', 'Mikami Saya', 'Fukiko Hara', 'Takamitsu Nonaka', 'Saito Kanako', 'Yuki Kimura', 'Yasumi Yoko', 'Ichirō Ogura', 'Kirin Kiki', 'Shinichi Tsutsumi', 'Jun Fubuki', 'Lily Franky', 'Shinobu Ôtake']",4.08,4.5,['Drama'],127,"['France', 'Japan']",Japanese,['Japanese'],"Three sisters live together in a large house in the city of Kamakura. When their father – absent from the family home for the last 15 years – dies, they travel to the countryside for his funeral, and meet their shy teenage half-sister. Bonding quickly with the orphaned Suzu, they invite her to live with them.","['Shogakukan', 'TOHO', 'TV Man Union', 'Fuji Television Network', 'BUN-BUKU', 'Wild Bunch', 'GAGA Corporation']",47586,18933,17487,1100,16,61,78,359,676,3212,6055,12396,5482,6328,34663,https://letterboxd.com/film/our-little-sister/,https://letterboxd.com//ok_cinema/films/page/12/
Mad Max: Fury Road,2015,George Miller,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Hugh Keays-Byrne', 'Josh Helman', 'Nathan Jones', 'Zoë Kravitz', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Abbey Lee', 'Courtney Eaton', 'John Howard', 'Richard Carter', 'Iota', 'Angus Sampson', 'Jennifer Hagan', 'Megan Gale', 'Melissa Jaffer', 'Melita Jurišić', 'Gillian Jones', 'Joy Smithers', 'Antoinette Kellerman', 'Christina Koch', 'Jon Iles', 'Quentin Kenihan', 'Coco Jack Gillies', 'Chris Patton', 'Stephen Dunlevy', 'Richard Norton', 'Vincent Roxburgh', 'John Walton', 'Ben Smith-Petersen', 'Russ McCarroll', 'Judd Wild', 'Elizabeth Cunico', 'Greg Van Borssum', 'Robert Jones', 'Sebastian Dickins', 'Darren Mitchell', 'Crusoe Kurddal', 'Shyan Tonga', 'Cass Cumerford', 'Albert Lee', 'Riley Paton', 'Ripley Voeten', 'Maycn Van Borssum', 'Hunter Stratton Boland', 'Nathan Jenkins', 'Fletcher Gill', 'Whiley Toll', 'Ferdinand Hengombe', 'Gadaffi Davsab', 'Noddy Alfred', 'Jackson Hengombe', 'Christian Fane', 'Callum Gallagher', 'Abel Hofflin', 'Lee Perry', 'Hiroshi Kasuga']",4.19,nan,"['Adventure', 'Science Fiction', 'Action']",121,"['Australia', 'USA']",English,['English'],"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Kennedy Miller Mitchell', 'RatPac Entertainment']",2255742,306033,854399,34000,3713,11239,5434,33430,26753,140840,145237,429184,255349,468756,1519935,https://letterboxd.com/film/mad-max-fury-road/,https://letterboxd.com//ok_cinema/films/page/12/
Pitch Perfect 2,2015,Elizabeth Banks,"['Anna Kendrick', 'Brittany Snow', 'Hailee Steinfeld', 'Rebel Wilson', 'Ester Dean', 'Adam Devine', 'Skylar Astin', 'Ben Platt', 'Hana Mae Lee', 'Alexis Knapp', 'Chrissie Fit', 'Birgitte Hjort Sørensen', 'Flula Borg', 'Keegan-Michael Key', 'John Michael Higgins', 'Elizabeth Banks', 'David Cross', 'Anna Camp', 'Katey Sagal', 'Kelley Jakle', 'Shelley Regner', 'Reggie Watts', 'John Hodgman', 'Jason Jones', 'Joe Lo Truglio', 'Snoop Dogg', 'Shawn Carter Peterson', 'Clay Matthews', 'David Bakhtiari', 'Donny Barclay', 'Josh Sitton', 'Thomas J. Lang', 'Jordan Rodgers', 'Gralen Bryant Banks', 'Sharon Garrison', 'Brea Grant', 'Austin Lyon', 'Kay Cannon', 'Natalie Morales', 'Jake Tapper', 'Sylvia Weatherspoon', 'Robert W. Krieger III', 'Joe Scarborough', 'Mika Brzezinski', 'Jimmy Kimmel', ""Rosie O'Donnell"", 'Nicolle Wallace', 'Rosie Perez', 'Adam Levine', 'Christina Aguilera', 'Pharrell Williams', 'Blake Shelton', 'Codie L. Wiggins', 'Blake Burt', 'Ted Moock', 'Jerry Clark', 'Phi Vu', 'Jacinto Rodriguez', 'Ryan Leeper', 'Andrew Fitzpatrick', 'Allie Feder', 'Steven Ban', 'Brandon Lara', 'Daniel Piglavento', 'Brent L. Boxberger', 'Dylan Cheek', 'Dakota Scott Smith', 'Jeremy Williams', 'Samantha Smith', 'Alexis Lawson', 'Jordyn McDempsey', 'Monica Malone', 'Kimberly Madsen-Thomas', 'Frances Manzo', 'Cali De La Rosa', 'Mitch Grassi', 'Kevin Olusola', 'Avi Kaplan', 'Scott Hoying', 'Kirstin Maldonado', 'Trace Gaynor', 'Dominic Tibayan', 'Barry Fortgang', 'Julian Cruz', 'Virgil Rosales', 'Joseph Caigoy', 'Pranay Sharma', 'Kashish Hora', 'Hariharan Ravi', 'Prashant Ramesh', 'Aneesh Kanakamedala', 'Chetan Khanna', 'Akiff Premjee', 'Varshil Patel', 'Rohan Murthy', 'Dilip Rajan', 'Praveen Rajaguru', 'Gigi Zumbado', 'Marisela Zumbado', 'Alison Sahonic', 'Jasmine Paul-Olivier', 'Natalie Legendre', 'Samantha Yonack', 'Windy Diaz', 'Amaris Flores', 'Aakomon Jones', 'Kyndra Reevey', 'Naomi James', 'Britney Chelene Thomas', 'Michael Odokara-Okigbo', 'Brian Watson', 'Shanna Marie Burris', ""Brianna O'Rourke"", 'Lindsey Legros', 'Brandon Addison', 'Robin Roberts', 'Kether Donohue', 'C.J. Perry', 'Sope Aluko', 'Leticia Jimenez', 'Anton Narinskiy', 'Deke Sharon', 'Barack Obama', 'Michelle Obama']",2.95,nan,"['Music', 'Comedy']",115,['USA'],English,['English'],"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.","['Brownstone Productions', 'Gold Circle Films', 'Universal Pictures']",641291,43596,85436,1800,3641,9873,10473,39530,40100,83115,39336,44043,9136,27670,306917,https://letterboxd.com/film/pitch-perfect-2/,https://letterboxd.com//ok_cinema/films/page/12/
Spy,2015,Paul Feig,"['Melissa McCarthy', 'Rose Byrne', 'Jason Statham', 'Jude Law', 'Miranda Hart', 'Allison Janney', 'Bobby Cannavale', 'Peter Serafinowicz', 'Morena Baccarin', 'Raad Rawi', 'Jessica Chaffin', 'Sam Richardson', 'Katie Dippold', 'Jaime Pacheco', 'Romain Apelbaum', 'Richard Brake', 'Steve Bannos', 'Carlos Ponce', 'Will Yun Lee', 'Michael McDonald', 'Adam Ray', 'Lukács Bicskey', 'Attila Bardóczy', 'Julian Miller', 'Ed Kear', 'Nargis Fakhri', 'Andrii Danylko', 'Attila Árpa', 'Bálint Adorjáni', 'Jamie Denbo', 'Alessandro De Marco', 'Peter Linka', 'Zach Woods', 'Luca Fiorilli', 'Sergej Onopko', 'Yuri Buzzi', 'Dimitri Andreas', 'Mitch Silpa', 'Matt Devere', 'Péter Farkas', 'Björn Gustafsson', 'Ben Falcone', 'Iván Kamarás', 'Greta Csizmadia', 'Klaudia Halasi', '50 Cent', 'Zalán Takács', 'Dénes Bernáth', 'Zsolt Zágoni', 'Levente Törköly', 'Paul Feig', 'Matt Mullins']",3.18,nan,"['Action', 'Crime', 'Comedy']",120,['USA'],English,"['English', 'German', 'French', 'Italian']","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.","['Chernin Entertainment', 'Feigco Entertainment', 'TSG Entertainment', '20th Century Fox', 'The Walt Disney Company']",325756,29202,50801,613,2371,5174,4504,15333,17236,44527,37556,33172,6945,11119,177937,https://letterboxd.com/film/spy/,https://letterboxd.com//ok_cinema/films/page/12/
Avengers: Age of Ultron,2015,Joss Whedon,"['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson', 'Jeremy Renner', 'James Spader', 'Samuel L. Jackson', 'Don Cheadle', 'Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Paul Bettany', 'Cobie Smulders', 'Anthony Mackie', 'Hayley Atwell', 'Idris Elba', 'Linda Cardellini', 'Stellan Skarsgård', 'Claudia Kim', 'Thomas Kretschmann', 'Andy Serkis', 'Julie Delpy', 'Stan Lee', 'Henry Goodman', 'Chris Luca', 'Brian Schaeffer', 'Dominique Provost-Chalkley', 'Isaac Andrews', 'Gareth Kieran Jones', 'Chan Woo Lim', 'Minhee Yeo', 'Bentley Kalu', 'Julian Bleach', 'Christopher Beasley', 'Vuyo Dabula', 'Nondumiso Tembe', 'Kabelo Thai', 'Lele Ledwaba', 'Mandla Gaduka', 'Harriet Manamela', 'Beulah Hashe', 'Musca Kumalo', 'Mathapelo September', 'Antony Acheampong', 'Chioma Anyanwu', 'Ben Sakamoto', 'Imogen Poynton', 'Isabella Poynton', 'Ingvild Deila', 'Sunny Yeo', 'Namju Go', 'Mina Kweon', 'Earl T. Kim', 'Arthur Lee', 'Verity Hewlett', 'Michael Matovski', 'Alma Noce', 'Riccardo Richetta', 'Constanza Ruff', 'Monty Mclaren-Clark', 'Julia Krynke', 'Tony Christian', 'Ian Kay', 'Barry Aird', 'Aaron Himelstein', 'Kerry Condon', 'Jaiden Stafford', 'Josh Brolin', 'Robert J. Fraser', 'Lou Ferrigno', 'Zakk Pierce']",3.13,nan,"['Action', 'Adventure', 'Science Fiction']",141,['USA'],English,['English'],"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",['Marvel Studios'],2272801,237329,417982,1800,10338,29083,27217,119930,129333,348755,218654,221150,40201,86374,1231035,https://letterboxd.com/film/avengers-age-of-ultron/,https://letterboxd.com//ok_cinema/films/page/12/
Detective Conan: Sunflowers of Inferno,2015,Kobun Shizuno,"['Minami Takayama', 'Kappei Yamaguchi', 'Wakana Yamazaki', 'Rikiya Koyama', 'Kenichi Ogata', 'Megumi Hayashibara', 'Yukiko Iwai', 'Wataru Takagi', 'Ikue Otani', 'Naoko Matsui', 'Kosei Tomita', 'Unsho Ishizuka', 'Chafurin', 'Akio Suyama', 'Taiten Kusunoki', 'Nana Eikura', 'Yoshiko Sakakibara', 'Katsuhisa Houki', 'Yukana', 'Hiroshi Isobe', 'Shunsuke Sakuya', 'Toshiko Sawada', 'Yuko Minaguchi', 'Toru Okawa', 'Hidekatsu Shibata', 'Kang Ji-young']",3.12,nan,"['Mystery', 'Adventure', 'Animation', 'Crime']",113,['Japan'],Japanese,['Japanese'],"Conan tries to track down Kaito Kid, who supposedly steals a replica of one of Van Gogh's Sunflowers paintings during an auction.","['TMS Entertainment', 'TOHO']",4790,777,537,2,18,75,91,259,280,749,458,416,90,224,2660,https://letterboxd.com/film/detective-conan-sunflowers-of-inferno/,https://letterboxd.com//ok_cinema/films/page/12/
The Age of Adaline,2015,Lee Toland Krieger,"['Blake Lively', 'Michiel Huisman', 'Harrison Ford', 'Ellen Burstyn', 'Kathy Baker', 'Amanda Crew', 'Lynda Boyd', 'Hugh Ross', 'Richard Harmon', 'Fulvio Cecere', 'Anjali Jay', 'Hiro Kanagawa', 'Peter J. Gray', 'Izabel Pearce', 'Cate Richardson', 'Jane Craven', 'Noel Johansen', 'Aaron Craven', 'Primo Allon', 'Darren Dolynski', 'Chris William Martin', 'Mark Ghanimé', 'Shaker Paleja', 'Daniel Bacon', 'Barclay Hope', 'Robert Moloney', 'Dee Jay Jackson', 'Lane Edwards', 'Toby Levins', 'Anthony Ingruber', 'Keith McCafferty', 'Serge Houde', 'Alison Wandzura', 'Demord Dann', 'Grace Chin']",3.24,nan,"['Romance', 'Drama', 'Fantasy']",112,['USA'],English,['English'],"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself until she meets a man who changes her life.","['Lakeshore Entertainment', 'Sidney Kimmel Entertainment', 'Lionsgate']",366842,32895,63170,1400,1252,3410,3835,15272,19841,53123,40085,42265,9261,20944,209288,https://letterboxd.com/film/the-age-of-adaline/,https://letterboxd.com//ok_cinema/films/page/12/
Dinner for Few,2015,Nassos Vakalis,nan,3.6,nan,"['Drama', 'Animation']",10,"['Greece', 'USA']",English,"['English', 'Greek (modern)']",A sociopolitical metaphor of the world as a formal dinner that takes an unexpected turn when there's no more food to be served.,['NASSOS VAKALIS'],2914,471,616,1,21,22,33,74,100,352,401,552,145,187,1887,https://letterboxd.com/film/dinner-for-few/,https://letterboxd.com//ok_cinema/films/page/12/
Furious 7,2015,James Wan,"['Vin Diesel', 'Paul Walker', 'Jason Statham', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris', 'Dwayne Johnson', 'Kurt Russell', 'Nathalie Emmanuel', 'Elsa Pataky', 'Djimon Hounsou', 'Lucas Black', 'Tony Jaa', 'John Brotherton', 'Ronda Rousey', 'Gal Gadot', 'Luke Evans', 'Noel Gugliemi', 'Ali Fazal', 'Sung Kang', 'Miller Kimsey', 'Charlie Kimsey', 'Eden Estrella', 'Gentry White', 'Iggy Azalea', 'Jon Lee Brody', 'Levy Tran', 'Anna Colwell', 'Viktor Hernandez', 'Steve Coulter', 'Robert Pralgo', 'Antwan Mills', 'J.J. Phillips', 'Jorge Ferragut', 'Sara Sohn', 'Benjamin Blankenship', 'D.J. Hapa', 'T-Pain', 'Brian Mahoney', 'Brittney Alger', 'Romeo Santos', 'Jocelin Donahue', 'Stephanie Langston', 'Jorge-Luis Pallo', 'Klement Tinaj', 'Caleb Walker', 'Cody Walker', 'Lateef Crowder', 'Dennis Keiffer', 'Tara Macken', 'John Koyama', 'Aaron J. Brooks', 'Caitlin Dechelle']",3.26,nan,"['Action', 'Thriller', 'Crime']",137,['USA'],English,"['English', 'Arabic', 'Spanish', 'Thai']",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"['Original Film', 'One Race', 'Universal Pictures']",531657,67044,83143,1300,3128,7282,6324,22904,26437,72919,57949,57375,13617,25705,293640,https://letterboxd.com/film/furious-7/,https://letterboxd.com//ok_cinema/films/page/12/
Zhongkui: Snow Girl and the Dark Crystal,2015,"Peter Pau Tak-Hai, Zhao Tianyu","['Chen Kun', 'Li Bingbing', 'Bao Bei Er', 'Winston Chao', 'Yang Zishan', 'Huang Huan', 'Luo Wenbo', 'Hou Yidi', 'Peter Pau Tak-Hai', 'Chun Kang Wang', 'David Wu', 'Tam Wai-Man', 'Madina Memet', 'Liu Linger', 'Choenyi Tsering', 'Liu Zhanling', 'Xi Zi', 'Jike Junyi']",2.93,nan,"['Romance', 'Action', 'Fantasy']",118,"['USA', 'China', 'Hong Kong']",Chinese,['Chinese'],"The story of Chinese legendary anti-hero Zhong Kui, a young man endowed with mysterious powers who is forced into a battle among the realms of Heaven, Earth and Hell in the course of his attempt to save his countrymen and the woman he loves.","['Enlight Pictures', 'Village Roadshow Pictures Asia', 'Tencent Video', ""Wu's Entertainment Co."", 'Desen International Media', 'K Pictures Co.', 'Tianhua Xiuxing Media Co.', 'Wanda Media Co.', 'Warner Bros. Pictures']",446,204,37,0,10,37,32,59,45,63,19,10,5,7,287,https://letterboxd.com/film/zhongkui-snow-girl-and-the-dark-crystal/,https://letterboxd.com//ok_cinema/films/page/12/
