Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Queer Parivaar,2022,Shiva Raichandani,nan,nan,nan,"['Music', 'Drama']",30,['UK'],English,"['English', 'Hindi', 'Urdu']","When a mysterious person gatecrashes Madhav and Sufi's wedding, the couple are forced to face past secrets and reevaluate their definitions of what makes a family.",['Raisilience'],144,84,40,0,1,0,0,7,8,17,9,17,9,16,84,https://letterboxd.com/film/queer-parivaar/,https://letterboxd.com/bfi/films/
This Is Not Me,2022,Saeed Gholipour,"['Shervin Ramezan', 'Saman Ghazian']",nan,nan,['Documentary'],71,"['Iran', 'USA']",Persian (Farsi),['Persian (Farsi)'],"Iran is the only country in the region to recognise trans people (any other LGBQ+ identity is banned). Both Shervin and Samar offer a glimpse into what life is like for trans youth, who despite loving and supportive parents are forced to live covert lives, shy away from their neighbours and even consider emigration, in order to be who they truly are. One of the many heartrending scenes in this documentary features one of the boys, fully clothed on the beach and yearning to go swimming, while the other shouts at his parents, asking whether his father is also forced to wear a headscarf. This is Not Me is a detailed depiction of the legal and social labyrinth that promises a slim aperture of freedom.",nan,42,74,6,0,0,0,0,0,1,9,9,15,0,0,34,https://letterboxd.com/film/this-is-not-me/,https://letterboxd.com/bfi/films/
Bodies Bodies Bodies,2022,Halina Reijn,"['Amandla Stenberg', 'Maria Bakalova', ""Myha'la"", 'Rachel Sennott', 'Chase Sui Wonders', 'Pete Davidson', 'Lee Pace', ""Conner O'Malley""]",3.3,nan,"['Mystery', 'Horror', 'Comedy']",94,['USA'],English,['English'],"In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.","['A24', '2AM']",1042531,197611,291598,3400,6953,15023,13765,50996,65535,191925,197827,215357,47215,58888,863484,https://letterboxd.com/film/bodies-bodies-bodies/,https://letterboxd.com/bfi/films/
Getting It Back: The Story of Cymande,2022,Tim MacKenzie-Smith,"['Mark Ronson', 'Vincent Mason', 'Donald Johnson Jr.', 'Cut Chemist', 'Kool DJ Red Alert', 'Masta Ace', 'Louis Vega', 'Laura Lee', 'Mark Speer']",3.58,nan,"['Documentary', 'Music']",91,['UK'],English,['English'],"In the racially turbulent UK of the early 70s, a group of black musicians came together in South London with a common love of rhythms and a message of peace. Cymande – with the dove as their symbol – combined jazz, funk, soul and Caribbean grooves to form a unique sound. Despite success in the USA they faced indifference in their native Britain, becoming disillusioned and disbanding. But the music lived on, as new generations of artists imbibed and reworked their pioneering sounds in fresh ways. From Soul II Soul to De La Soul, MC Solaar to The Fugees, the Dove had spread Cymande's message far and wide, prompting their return after forty years. This is their story.","['Crawshay Films', 'Ventureland', 'VeryMuchSo Productions']",706,342,172,0,0,1,1,10,20,88,117,155,49,59,500,https://letterboxd.com/film/getting-it-back-the-story-of-cymande/,https://letterboxd.com/bfi/films/
Clara,2022,Aseneth Suarez Ruiz,nan,nan,nan,['Documentary'],81,['Colombia'],Spanish,['Spanish'],"Clara is a woman capable of everything, she can carry the world on her back and create a universe tailored to her loved ones in order not to hurt them. Clara is many women and because of that, she is willing to reveal her fears, to face the voids left by forgotten loves, to look her children in the eyes and tell them about herself, about what she has always carried trapped in her chest. Aseneth, her filmmaker daughter, holds a dialogue with Clara. They converse between the tension of revelations and direct questions. They meet again in the image of Lilia, Clara's girlfriend who disappeared from the scene years ago. Aseneth will soon become a mother and this will lead to an enlightening, challenging and loving encounter.","['Máquina Andante', 'Señal Colombia']",88,69,23,1,0,0,0,2,4,6,10,22,9,7,60,https://letterboxd.com/film/clara-2022/,https://letterboxd.com/bfi/films/
It Runs in the Family,2022,Victoria Linares Villegas,"['Victoria Linares Villegas', 'Oscar Torres']",nan,nan,['Documentary'],84,['USA'],Spanish,['Spanish'],"A revelation about Oscar Torres, her unknown and once world-famous queer filmmaker cousin, sends Victoria down a path of self-discovery through reconstructions of his intimate memories living in the 1950's authoritarian Caribbean, as Victoria leads re-enactments of his unproduced screenplays with the family who erased him.",nan,281,143,98,0,1,1,1,5,7,23,21,33,18,18,128,https://letterboxd.com/film/it-runs-in-the-family-2022/,https://letterboxd.com/bfi/films/
Auto da fé,2022,Oz Shtamler,"['Noam David Boukobza', 'Rafi Kalmar', 'Gal Topolanski']",nan,nan,"['Drama', 'Comedy']",20,['Israel'],Hebrew (modern),['Hebrew (modern)'],Amnon's routine is disrupted when he takes care of porn star Danny Jokcs' car. The days go by and the vehicle waits for its owner who does not return. Amnon begins to look at the red car and his head fills with fantasies.,['Minshar School of Art'],31,26,1,0,0,4,2,2,1,9,4,0,0,0,22,https://letterboxd.com/film/auto-da-fe/,https://letterboxd.com/bfi/films/
Manscaping,2022,Broderick Fox,"['Jessie Anderson', 'Devan Shimoyama', 'Richard Savvy']",nan,nan,['Documentary'],62,"['Australia', 'USA']",English,['English'],"Manscaping is an intimate documentary portrait of three queer men who are reimagining the traditional barbershop. Devan Shimoyama is a Black American artist, fast on the rise, whose barbershop painting series draws upon Afrofuturism and drag to envision the Black barbershop as a more inclusive space. Jessie Anderson is a young transgender Canadian barber and proprietor of Big Bro’s Barbershop, where trans, gender nonconforming, and queer customers know they won’t have to ‘go back into the closet’ to get a haircut. Richard Savvy, Australia’s ‘naked barber’, is a fetish barber/porn actor, and former ‘Sydney Mr. Leather’ who invites you to leave your shame and clothes at the door and to add the transformative power of kink to your cut. Their stories, artistry, and activism model ways we can cut through the toxicity of male fragility in favor of social inclusion and personal freedom.",nan,79,52,17,0,0,0,0,2,2,13,8,8,4,9,46,https://letterboxd.com/film/manscaping-2022/,https://letterboxd.com/bfi/films/
Firsts,2022,Jesse Ung,"['Kelvin Ta', 'David Shi', 'Esther Wee']",nan,nan,['Drama'],17,['New Zealand'],English,['English'],"On the eve of Chinese New Year, Steven, a closeted Chinese international student living in New Zealand oppressed by the expectations of his parents, plans to lose his virginity to a stranger that he meets online.","['New Zealand Film Commission', 'Script to Screen', 'Zsofi Pictures', 'Department of Post']",139,77,25,0,0,2,1,10,9,22,16,14,3,5,82,https://letterboxd.com/film/firsts/,https://letterboxd.com/bfi/films/
Sublime,2022,Mariano Biasin,"['Martín Miller', 'Teo Inama Chiabrando', 'Joaquín Arana', 'Facundo Trotonda', 'Azul Mazzeo', 'Pedro González', 'Agustina Midolo', 'Candela de Carli', 'Emma Subiela', 'Jorge Sesán', 'Javier Drolas', 'Carolina Tejeda', 'Marcelo Subiotto', 'Federico Pacini', 'Paula Rozadas', 'Juan Daubian', 'Alejandra Ramírez', 'Alejandra Zapata', 'Matías Ferro', 'Juan Ignacio Díaz', 'Juan Pablo Miller']",3.12,nan,['Drama'],100,['Argentina'],Spanish,['Spanish'],"When 16-year-old Manu realises that he has fallen in love with his bandmate Felipe, turbulent emotions start brewing beneath the surface. How do you avoid losing a friendship once its very foundation has shifted?",['Tarea Fina'],6276,2100,1638,23,42,100,107,472,569,1366,1037,899,182,315,5089,https://letterboxd.com/film/sublime-2022/,https://letterboxd.com/bfi/films/
Too Rough,2022,Sean Lìonadh,"['Ruaridh Mollica', 'Joshua Griffin', 'Neshla Caplan', ""Kevin O'Loughlin"", 'Oliver Wright', 'Jane McCarry', 'Tomas Palmer']",3.63,nan,['Drama'],17,['UK'],English,['English'],"After a night of intoxication in Glasgow, a hungover and hysterical Nick wakes up next to his boyfriend Charlie and must conceal him from his own homophobic and dysfunctional family.","['Creative Scotland', 'BFI Network', 'Devil May Care Entertainment', 'Scheme Pictures', 'Short Circuit']",773,281,221,1,1,2,6,7,14,68,93,172,57,67,487,https://letterboxd.com/film/too-rough/,https://letterboxd.com//bfi/films/page/2/
Girl Picture,2022,Alli Haapasalo,"['Aamu Milonoff', 'Eleonoora Kauhanen', 'Linnea Leino', 'Sonya Lindfors', 'Cécile Orblin', 'Oona Airola', 'Mikko Kauppila', 'Amos Brotherus', 'Bruno Baer', 'Nicky Laaguid', 'Oksana Lommi', 'Yasmin Najjar', 'Elias Westerberg', 'Pietu Wikström', 'Fathi Ahmed', 'Pablo Ounaskari', 'Rebekka Kuukka', 'Tuuli Heinonen', 'Yassin Ei Sayed', 'Lauri Nousiainen', 'Henrikki Haavisto', 'Jantsu Puumalainen', 'Priya Koskela', 'Maron Lahdenperä', 'Robin Touray']",3.64,nan,"['Drama', 'Romance']",100,['Finland'],Finnish,"['Finnish', 'English', 'French']","Best friends Mimmi and Rönkkö support each other unconditionally. They want to live adventurous lives, loaded with experiences and passion. Emma on the contrary has given her whole life to figure skating. Nothing gets between her and success. But when the girls meet, life opens whole new paths, and they all rocket in new directions. While Mimmi and Emma experience the earth moving effects of first love, Rönkkö is on a quest to find pleasure. Three Fridays is all it takes to turn their worlds upside down.",['Citizen Jane Productions'],16311,8240,4743,77,50,85,106,403,648,2275,3147,3895,1065,771,12445,https://letterboxd.com/film/girl-picture/,https://letterboxd.com//bfi/films/page/2/
Brian and Charles,2022,Jim Archer,"['David Earl', 'Chris Hayward', 'Louise Brealey', 'Jamie Michie', 'Nina Sosanya', 'Lynn Hunter', 'Lowri Izzard', 'Mari Izzard', 'Cara Chase', 'Sunil Patel', 'Rishi Nair', 'Colin Bennett', 'Vivienne Soan', 'Nicholas Asbury']",3.5,nan,"['Comedy', 'Science Fiction', 'Drama']",91,['UK'],English,"['English', 'Portuguese']","An endearing outlier, Brian lives alone in a Welsh valley, inventing oddball contraptions that seldom work. After finding a discarded mannequin head, Brian gets an idea. Three days, a washing machine, and sundry spare parts later, he’s invented Charles, an artificially intelligent robot who learns English from a dictionary and proves a charming, cheeky companion. Before long, however, Charles also develops autonomy. Intrigued by the wider world — or whatever lies beyond the cottage where Brian has hidden him away — Charles craves adventure.","['Bankside Films', 'BFI', 'Film4 Productions', 'Great Point Media']",27593,8772,8089,92,52,138,175,749,1393,5098,6173,6123,1495,1678,23074,https://letterboxd.com/film/brian-and-charles-2022/,https://letterboxd.com//bfi/films/page/2/
Sirens,2022,Rita Baghdadi,"['Lilas Mayassi', 'Shery Bechara']",3.59,nan,"['Music', 'Documentary']",80,"['Lebanon', 'USA']",Arabic,"['Arabic', 'English']","True to their name, Slave to Sirens — the first and only all-woman thrash metal band in the Middle East — are utterly magnetic. Amid a backdrop of political unrest and the heartbreaking unraveling of Beirut, five bandmates form a beacon of expression, resistance, and independence. Director Rita Baghdadi follows founders and guitarists Lilas Mayassi and Shery Bechara as their tenderness, and sometimes bitterness, for one another grows in ways both unexpected and deeply moving. Joined by vocalist Maya Khairallah, bassist Alma Doumani, and drummer Tatyana Boughaba, these women negotiate their emotional journeys through young adulthood in tumultuous circumstances with grace, raw passion, and a ferocious commitment to their art. Their grit is tested as they grapple with the complexities of friendship, sexuality, and the destruction around them.","['Animal Pictures', 'Lady & Bird Films', 'Endless Eye Productions', 'XTR', 'Oscilloscope']",1968,1545,557,3,0,6,2,32,64,269,356,359,84,127,1299,https://letterboxd.com/film/sirens-2022/,https://letterboxd.com//bfi/films/page/2/
Brainwashed: Sex-Camera-Power,2022,Nina Menkes,"['Nina Menkes', 'Rosanna Arquette', 'Penelope Spheeris', 'Catherine Hardwicke', 'Julie Dash', 'Sheila Frazier', 'Joey Soloway', 'Eliza Hittman', 'Laura Mulvey']",3.27,nan,"['Crime', 'Drama', 'Documentary']",107,['USA'],English,['English'],"Investigates the politics of cinematic shot design, and how this meta-level of filmmaking intersects with the twin epidemics of sexual abuse/assault and employment discrimination against women, with over 80 movie clips from 1896 - 2020.",['Menkesfilm'],5905,2021,1076,8,68,126,140,309,438,828,562,673,161,385,3690,https://letterboxd.com/film/brainwashed-sex-camera-power/,https://letterboxd.com//bfi/films/page/2/
Framing Agnes,2022,Chase Joynt,"['Zackary Drucker', 'Angelica Ross', 'Jen Richards', 'Max Wolf Valerio', 'Silas Howard', 'Stephen Ira', 'Jules Gill-Peterson']",3.33,nan,['Documentary'],75,"['Canada', 'USA']",English,['English'],"After discovering case files from the UCLA gender clinic from the 1950s, a group of trans actors confronts the legacy of young trans women being forced to choose between honesty and access.","['Fae Pictures', 'Level Ground Productions', 'XTR', 'Téléfilm Canada', 'Level Ground']",1826,1451,374,3,7,18,28,99,156,221,219,200,46,114,1108,https://letterboxd.com/film/framing-agnes-2022/,https://letterboxd.com//bfi/films/page/2/
Fire of Love,2022,Sara Dosa,"['Katia Krafft', 'Maurice Krafft', 'Alka Balbir', 'Guillaume Tremblay', 'Miranda July']",4.11,nan,['Documentary'],93,"['Canada', 'USA']",English,"['English', 'French', 'Portuguese', 'Spanish']","A doomed love triangle between intrepid French scientists Katia and Maurice Krafft, and their beloved volcanoes.","['Sandbox Films', 'Cottage M', 'Intuitive Pictures', 'National Geographic Documentary Films']",124391,41933,47236,1600,39,148,167,813,1530,8098,16142,36859,15732,18167,97695,https://letterboxd.com/film/fire-of-love-2022/,https://letterboxd.com//bfi/films/page/2/
F^¢k ’€m R!ght B@¢k,2022,Harris Doran,"['Emmanuel Williams', 'Kara Young', 'Catherine Curtin', 'Emily Kranking', 'Lloyd Ekpe', 'Rasheed Green', 'Sabrina Umstead', 'Jack Bell', 'Cate Blancaflor', 'Washington Heights', 'Stealya Manz', 'Misty Yackshaw', 'Cora Yackshaw']",3.44,nan,['Comedy'],13,['USA'],English,['English'],"A queer, Black, aspiring Baltimore rapper must outwit his vengeful day-job boss in order to avoid getting fired after accidentally eating an edible.",nan,553,283,142,0,5,5,6,15,37,40,56,53,30,27,274,https://letterboxd.com/film/fk-m-rght-bk/,https://letterboxd.com//bfi/films/page/2/
Warsha,2022,Dania Bdeir,"['Khansa', 'Kamal Saleh', 'Hassan Aqqoul']",3.74,nan,['Drama'],16,"['France', 'Lebanon']",Arabic,['Arabic'],"A Syrian migrant working as a crane operator in Beirut volunteers to cover a shift on one of the most dangerous cranes, where he is able to find his freedom.","['Inter Spinas Films', 'Né à Beyrouth Films', 'Gogogo Films']",3534,1116,1034,2,26,16,15,64,77,289,456,659,208,304,2114,https://letterboxd.com/film/warsha/,https://letterboxd.com//bfi/films/page/2/
Boxing Day,2021,Aml Ameen,"['Aml Ameen', 'Aja Naomi King', 'Leigh-Anne', 'Marianne Jean-Baptiste', 'Tamara Lawrance', 'Sheyi Cole', 'Stephen Dillane', 'Robbie Gee', 'Samson Kayo', 'Joshua Maloney', 'Yasmin Monet Prince', 'Lisa Davina Phillip', 'Claire Skinner', 'Martina Laird', 'Derek Ezenagu', 'Ricky Fearon', 'Fraser James', 'Tim Ahern', 'Melvin Gregg', 'Zeze Millz', 'Caroline Langrishe', 'Rochelle Rose', 'Harry Long', 'Alibe Parsons', 'Karl Wilson']",2.76,nan,"['Comedy', 'Romance']",109,['UK'],English,['English'],"Melvin, a British author living in America, returns home to London for Christmas to introduce his American fiancée Lisa to his eccentric British-Caribbean family. Their relationship is put to the test as she discovers the world her fiancé has left behind.","['BFI', 'DJ Films', 'Film4 Productions', 'Studio 113']",2606,1099,382,1,43,86,127,356,331,554,225,172,37,71,2002,https://letterboxd.com/film/boxing-day-2021/,https://letterboxd.com//bfi/films/page/2/
Hellbound,2021,Yeon Sang-ho,"['Kim Sung-cheol', 'Kim Hyun-joo', 'Yang Ik-june', 'Im Sung-jae', 'Lee Dong-hee', 'Moon Geun-young', 'Lee Re', 'Kim Shin-rock', 'Moon So-ri', 'Cho Dong-in', 'Hong Eui-joon']",3.3,nan,"['Mystery', 'Drama']",312,['South Korea'],Korean,['Korean'],"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.","['Climax Studios', 'Wow Point', 'Midnight Studio']",17152,2940,3050,8,149,253,244,839,1077,2906,2559,2600,646,878,12151,https://letterboxd.com/film/hellbound-2021/,https://letterboxd.com//bfi/films/page/2/
Make Me A King,2021,Sofia Olins,nan,nan,nan,nan,16,nan,English,['English'],"Ari performs as a Jewish Drag King, much to the confusion of their family. Idolising real-life hero, Pepi Littman, who carved out a space for Drag Kings over 100 years ago, they use this history to open up a space for acceptance in the present.",nan,55,40,7,0,0,0,0,2,1,4,8,8,1,0,24,https://letterboxd.com/film/make-me-a-king/,https://letterboxd.com//bfi/films/page/2/
Ultraviolette and the Blood-Spitters Gang,2021,Robin Hunzinger,['Claudie Hunzinger'],3.54,nan,['Documentary'],74,['France'],French,['French'],"After the death of his grandmother Emma, Robin Hunzinger and his mother Claudie find a carefully preserved collection of letters which Emma received from a girl called Marcelle. In the 1920s, Emma and Marcelle met at school in Dijon. Secretly, love blossomed between the two teenage girls, but after two years they parted ways. Marcelle developed tuberculosis and was admitted to a sanatorium. Complementing the sparse photographs of the women, Hunzinger combines archive footage, avant-garde films, and music to create a sensuous, poetic atmosphere.","['Ana Films', 'Ciclic-Region Centre-Val de Loire', 'Bip TV']",332,169,91,1,2,1,4,12,11,39,42,66,19,19,215,https://letterboxd.com/film/ultraviolette-and-the-blood-spitters-gang/,https://letterboxd.com//bfi/films/page/2/
Two-Spirit,2021,Mónica Taboada-Tapia,nan,nan,nan,['Documentary'],16,['Colombia'],Spanish,['Spanish'],"A transgender woman in a small indigenous community in Colombia, Georgina counters the hostility directed at her with the words, ‘I have only love’.",nan,131,97,28,0,0,1,1,3,6,20,9,11,4,2,57,https://letterboxd.com/film/two-spirit/,https://letterboxd.com//bfi/films/page/2/
Pirates,2021,Reggie Yates,"['Elliot Edusah', 'Jordan Peters', 'Reda Elazouar', 'Kassius Nelson', 'Youssef Kerkour', 'Rebekah Murrell', 'Aaron Shosanya', 'Tosin Cole', 'Shiloh Coke', 'Tsion Habte']",3.2,nan,"['Comedy', 'Music', 'Drama']",80,"['UK', 'USA']",English,['English'],"On New Year's Eve 1999, three friends, who are attempting to break into the music scene through pirate radio, drive through London in a desperate search for tickets for the best millennium party ever.","['Picturehouse Entertainment', 'BFI', 'BBC Film', 'Great Point Media', 'Hillbilly Television']",3005,1069,658,4,14,31,57,194,305,795,520,365,72,57,2410,https://letterboxd.com/film/pirates-2021/,https://letterboxd.com//bfi/films/page/2/
The End of Wonderland,2021,Laurence Turcotte-Fraser,['Tara Emory'],nan,nan,['Documentary'],85,['Canada'],English,['English'],"Tara Emory is a pioneering erotic photographer who has been active online since the early 2000s. This documentary paints a portray of her at a time when, absorbed by her epic sci-fic trans pornography project, she has to juggle being evicted from her studio, Le Wonderland, her personal and family struggles with compulsive hoarding and her hectic lifestyle. Between the gargantuan sets in her studio, the complicated dilemmas she must face, and the robots spurting a mixture of Mentos and Sprite, this first feature by Laurence Turcotte-Fraser deftly interweaves elements of her inner and outer life to introduce us to an unconventional artist with a wide variety of different interests. The End of Wonderland gives a voice to one those oft-forgotten exhilarating personalities by sensitively exploring Tara Emory’s day-to-day life. (Programming Collective)",['Artémis Films'],163,86,40,0,0,2,1,4,8,15,34,25,4,6,99,https://letterboxd.com/film/the-end-of-wonderland/,https://letterboxd.com//bfi/films/page/2/
The First Fallen,2021,Rodrigo de Oliveira,"['Johnny Massaro', 'Renata Carvalho', 'Clara Choveaux', 'Higor Campagnaro', 'Alex Bonini', 'Vitor Camilo', 'Vinícius Duarte', 'Joá Vi', 'Mariana Melquíades', 'Daniel Monjardim', 'Markus Konká', 'Verônica Gomes', 'Carlos Rosado', 'Anaximandro Amorim', 'Suely Bispo', 'Fernando Marques', 'Matheus Muniz', 'Joaquim Maria Ferreira Mello', 'Deborah Sabará', 'Rodrigo de Jesus', 'Eddy Aragão', 'Leonardo Dariva', 'Jackson Leão', 'Remi Stengel']",3.68,nan,['Drama'],107,['Brazil'],Portuguese,['Portuguese'],"1983 — A young biologist returns home from studies abroad and feels something wrong with his body. This is the start of the AIDS crisis when the first wave of the epidemic hit Brazil. Lives will change, friends will be lost and the future is uncertain.","['Pique-Bandeira Filmes', 'Canal Brasil']",1712,779,549,13,1,9,10,27,34,190,264,461,137,209,1342,https://letterboxd.com/film/the-first-fallen/,https://letterboxd.com//bfi/films/page/2/
Fragrance of the First Flower,2021,Teng I-Han,"['Zaizai Lin', 'Lyan Cheng', 'Yi Lee', 'Chun-Han Hung', 'April Liu']",3.46,nan,['Drama'],120,['Taiwan'],Chinese,['Chinese'],"Yi-Ming, whose husband works outside of town, lives alone with her son. After years apart, she reconnects with Ting-Ting at a wedding, a girl she was intimate with back in high school. The encounter with Ting-Ting not only sets Yi-Ming free from her oppressive marriage, but also reawakens her feelings for Ting-Ting. Now that Taiwan has finally legalized same-sex marriage, will Yi-Ming have the courage to change her life?","['Long Moment Films', 'GagaOOLala']",657,345,160,1,1,3,3,22,24,119,93,91,25,39,420,https://letterboxd.com/film/fragrance-of-the-first-flower/,https://letterboxd.com//bfi/films/page/2/
All I Ever Wanted,2021,Erin Lau,"['Long Nguyen', 'Maria Zhang', 'Cathy Bui', 'Elyse Dinh', 'Connor McRaith']",nan,nan,"['Drama', 'Comedy']",12,nan,English,['English'],Rom-com obsessed teen Christine has always longed for the picture-perfect romance - but she's soon confronted with the fact that her ideal prince charming might actually be a princess charming instead.,nan,57,41,9,0,1,0,1,1,1,7,5,5,2,7,30,https://letterboxd.com/film/all-i-ever-wanted-2021/,https://letterboxd.com//bfi/films/page/2/
What We Shared,2021,Kamila Kuc,"['Manana Bigvava', 'Leena Makoff', 'Sonia White', 'Oleg Koryavov', 'Sergey Arutiunov']",nan,nan,nan,69,nan,Russian,"['Russian', 'Abkhaz', 'English']","By recreating personal stories though testimony, poetry and archival material, the artist and performers explore deep traumas that no single place or language can contain. Abkhazia, the disputed state on the Black Sea – once an opulent Soviet holiday resort with a multi-ethnic population – became a symbolic ghost town following the 1992-93 war with Georgia. Here, fragmented memories and dreams destroyed by violence and exile are exhumed through interpretive re-enactment and haunting sound.",nan,60,76,8,1,0,1,0,4,7,6,2,1,1,1,23,https://letterboxd.com/film/what-we-shared/,https://letterboxd.com//bfi/films/page/2/
The Taking,2021,Alexandre O. Philippe,nan,3.32,nan,['Documentary'],76,['USA'],English,"['English', 'Spanish']","Following his acclaimed documentaries on Psycho, Alien and The Exorcist, Alexandre O Philippe turns to Monument Valley for his latest inspiration.",nan,903,480,164,0,3,6,13,40,73,145,110,106,14,19,529,https://letterboxd.com/film/film:784566/,https://letterboxd.com//bfi/films/page/2/
The Wolf Suit,2021,Sam Firth,"['Sam Firth', 'Robyn Davie', 'Skye Davie', 'Eleanor-Rose Fusaro', 'Simon Martin']",nan,nan,['Documentary'],74,['UK'],English,['English'],"How much can you trust your childhood memories? Director Sam Firth investigates, sweeping her parents into the experiment and on a journey into the past.","['LaLuna Films', 'Lacunae Films']",49,27,8,0,0,1,0,1,2,2,2,3,0,2,13,https://letterboxd.com/film/the-wolf-suit/,https://letterboxd.com//bfi/films/page/2/
Lago Gatún,2021,Kevin Jerome Everson,nan,nan,nan,nan,59,nan,English,['English'],"The artist travels through the Panama Canal, filming 10-minute reels of 16mm to create an almost abstract journey modulated in time through the light and dark of the opening and closing locks. Alternating with submerged darkness, we observe the beauty of the landscape, and the global trade that the canal was built to facilitate; bringing to mind that its American engineers imposed US segregation laws on the canal’s Jamaican migrant workforce.",nan,96,111,15,0,5,3,2,4,0,11,9,9,5,2,50,https://letterboxd.com/film/lago-gatun/,https://letterboxd.com//bfi/films/page/2/
ear for eye,2021,debbie tucker green,"['Lashana Lynch', 'Tosin Cole', 'Danny Sapani', 'Carmen Munroe', 'Hayden McLean', 'Sharlene Whyte', 'David Gyasi', 'Kayla Meikle', 'Jade Anouka', 'Ronkẹ Adékoluẹjo', 'Danielle Vitalis', 'Sule Rimi', 'Nadine Marshall', 'Jamal Ajala', 'Arinzé Kene', 'Rochelle Rose', 'Nakhane', 'Demetri Goritsas', 'Ilirian Bushi', 'Kirsty Curry', 'Claire Driver', 'Drew Fetherolf', 'Yael Haskal']",3.56,nan,['Drama'],88,"['UK', 'USA']",English,['English'],"From front rooms, Black families, friends, students and older generations navigate British and American society today.","['EON Productions', 'BBC Film', 'BFI', 'Fruit Tree Media']",646,893,145,0,1,2,4,13,22,74,100,146,39,28,429,https://letterboxd.com/film/ear-for-eye/,https://letterboxd.com//bfi/films/page/2/
The Afterlight,2021,Charlie Shackleton,nan,3.49,nan,['Documentary'],82,['UK'],English,['English'],"Fragments of hundreds of films from around the world bring together an ensemble cast of actors with one thing in common: each is no longer alive. Together, they contend with a fragile existence lived solely through these traces of their work.",nan,901,378,283,0,3,4,15,34,39,75,76,149,43,42,480,https://letterboxd.com/film/the-afterlight-2021/,https://letterboxd.com//bfi/films/page/2/
Shepherd,2021,Russell Owen,"['Tom Hughes', 'Kate Dickie', 'Gaia Weiss', 'Greta Scacchi', 'Jamie Marie Leary', 'Gordon Brown', 'Richard Payne', 'Wayne Burton', 'Steve Wilson']",2.62,nan,['Horror'],103,['UK'],English,['English'],"When a deadly secret rots the mind of a grieving widower, the decision to work alone on a deserted island morphs into a terrifying race to save his sanity and his life.","['Golden Crab Films', 'Darkland Distribution']",1790,876,200,0,54,125,114,257,270,356,169,98,16,15,1474,https://letterboxd.com/film/shepherd-2021/,https://letterboxd.com//bfi/films/page/2/
The Phantom of the Open,2021,Craig Roberts,"['Mark Rylance', 'Sally Hawkins', 'Jonah Lees', 'Christian Lees', 'Jake Davies', 'Mark Lewis Jones', 'Johann Myers', 'Rhys Ifans', 'Ash Tandon', 'Ian Porter', 'Nigel Betts', 'Afsaneh Dehrouyeh', 'Simon Farnaby', 'Steve Oram', 'Neil Edmond', 'Tim Berrington', 'Terence Booth', 'Ian Mansfield', 'Amy Alexander', 'Tim Steed', 'Mark Bosch', 'Ebenezer Eben-Spiff', 'Tommy Fallon', 'David Mara', 'Austin Griffin', 'Graeme Hawley', 'James Flitcroft', 'John McGrellis', 'Natsumi Kuroda', 'Dai Tabuchi', 'Sadao Ueda', 'David Ahmad', 'Michael Dobby', 'Orla Cottingham', 'Bianca Tranter', 'Anthony J. Abraham', 'Michael McKenna', 'Maurice Flitcroft', 'Mike Capozzola', 'Holly Barnard', 'Pierre Bergman']",3.56,nan,"['Comedy', 'Drama']",106,['UK'],English,['English'],"Maurice Flitcroft, a dreamer and unrelenting optimist, managed to gain entry to The British Open Golf Championship qualifying in 1976 and subsequently shot the worst round in Open history, becoming a folk hero in the process.","['BBC Film', 'Baby Cow Productions', 'BFI', 'Ingenious Media', 'Water & Power Productions']",15000,4683,4043,22,11,29,64,329,633,2816,3539,3504,835,743,12503,https://letterboxd.com/film/the-phantom-of-the-open/,https://letterboxd.com//bfi/films/page/2/
All Is Vanity,2021,Marcos Mereles,"['Sid Phoenix', 'Yaseen Aroussi', 'Isabelle Bonfrer', 'Rosie Steel', 'Christopher Sherwood', 'David Sayers', 'Sam Halpenny', 'Jonathan Harden']",nan,nan,"['Mystery', 'Comedy', 'Fantasy']",72,nan,English,['English'],"Marcos Mereles’ archly funny, endlessly inventive and reflexive puzzle piece explores a strange disappearance at a hip London fashion shoot.",['MALBEC Films'],163,75,6,0,9,24,12,24,14,11,10,1,0,4,109,https://letterboxd.com/film/all-is-vanity/,https://letterboxd.com//bfi/films/page/2/
