Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Silver Haze,2023,Sacha Polak,"['Vicky Knight', 'Esme Creed-Miles', 'Charlotte Knight', 'Archie Brigden', 'Angela Bruce', 'Brandon Bendell', 'Alfie Deegan', 'TerriAnn Cousins', 'Jeanette Maskell', 'Daniel Phelan', 'Billy Knight', 'Nicola Bland', 'Carrie Bunyan', 'Sandra Kwiek', 'Sarah-Jane Dent', 'Cain Aiden', 'Mason Cook', 'Beryl Nesbitt', 'Florian Rafuna', 'Bluey Robinson', 'Sallyann Fellowes', 'Pierse Stevens', 'James Walmsley', ""Du'aine A. Samuels"", ""Bonnie O'Brien""]",3.27,nan,"['Drama', 'Romance']",103,"['Netherlands', 'UK']",English,['English'],"23-year-old Franky is a nurse who lives with her large family in an East London borough. Obsessed with a thirst for revenge and a need to assign guilt for a traumatic event that happened 15 years before, she is unable to build any meaningful relationship until she falls in love with one of her patients – Florence. They escape to the coast where Florence lives with her more open-minded patchwork family. There, Franky finds the emotional shelter to deal with the grudges of the past.","['EMU Films', 'Viking Film']",3282,1616,515,8,16,44,61,178,319,664,558,472,93,89,2494,https://letterboxd.com/film/silver-haze/,https://letterboxd.com/bfi/films/
Drifter,2023,Hannes Hirsch,"['Lorenz Hochhuth', 'Cino Djavid', 'Gustav Schmidt', 'Oscar Hoppe', 'Aviran Edri', 'Cat Jugravu', 'Alexandre Karim Howard', 'Rabea Egg', 'Marie Tragousti', 'Panpi Goni Fréneau', 'Daniela Grubert', 'Elaine Cameron', 'Marie Katrencsak', 'Peter Geisberg', 'Servan Durmaz', 'Jan Matýsek', 'Larry Cavallo', 'Sebastian Stielke', 'Ariel Nil Levy', 'Ingraban von Stolzmann', 'Katharina Lüdin', 'Björn Schürmann']",2.92,nan,['Drama'],79,['Germany'],German,"['German', 'English']","Moritz follows a boyfriend to Berlin and is soon abandoned by him. Alone in the big city, he embarks on a journey through a wide range of queer experience. Only through a new circle of queer friends does he develop his own ideas of sexuality and masculinity, leading him to a clearer self-identity.","['Jost Hering Filmproduktion', 'Salzgeber & Co. Medien', 'Milieufilm']",1981,680,255,1,21,68,83,256,257,451,213,152,28,31,1560,https://letterboxd.com/film/drifter-2023/,https://letterboxd.com/bfi/films/
Buffer Zone,2023,Savvas Stavrou,"['Adnan Mustafa', 'Charalambos Damianou', 'Andreas Marcou']",3.25,nan,nan,17,"['Cyprus', 'UK']",English,"['English', 'Greek (modern)']",Two young soldiers across enemy lines fall in love and find escape from their oppressive environments in this musical drama.,['Sona Films'],416,107,43,0,8,14,15,38,21,40,32,35,8,10,221,https://letterboxd.com/film/buffer-zone-2023/,https://letterboxd.com/bfi/films/
A House in Jerusalem,2023,Muayad Alayan,"['Johnny Harris', 'Miley Locke', 'Sheherazade Makhoul Farrell', 'Jiana Awwad', 'Rebecca Calder', 'Souad Faress', 'Mouna Hawa', 'Shaden Kanboura', 'Makram J. Khoury', 'Riyad Sliman']",3.43,nan,"['Horror', 'Drama', 'Fantasy']",104,"['Germany', 'Netherlands', 'State of Palestine', 'UK']",English,"['English', 'Arabic', 'Hebrew (modern)']","Mourning her mother’s death and struggling to adjust to her new life in Israel, a young girl bonds with the lonely spirit of a Palestinian child.","['BFI', 'Pont Neuf Productions', 'Netherlands Film Production Incentive', 'ZDF/Arte', 'Cocoon Films', 'Red Balloon Film', 'KeyFilm', 'MAD Solutions', 'PalCine Productions', 'Wellington Films', 'Metafora Production']",569,321,134,3,1,4,10,32,34,87,89,96,29,32,414,https://letterboxd.com/film/a-house-in-jerusalem-2023/,https://letterboxd.com/bfi/films/
Grace & Sophie,2023,Timo Willman,"['Maddie Rice', 'Molly Moody']",nan,nan,['Drama'],8,nan,English,['English'],"The morning after a house party, straight-identifying best friends, Grace and Sophie, wake up to the realisation that they’ve just slept together.",nan,26,20,8,0,0,0,0,0,0,1,1,4,2,0,8,https://letterboxd.com/film/grace-sophie/,https://letterboxd.com/bfi/films/
The Stroll,2023,"Zackary Drucker, Kristen Parker Lovell","['Kristen Parker Lovell', 'Ceyenne Doroshow', 'Egyptt LaBeija', 'Izzi “Cashmere” Starz', 'Tabytha Gonzalez', 'Stefanie Rivera', 'Elizabeth Rivera', 'Carey Smith', 'Sylvia Rivera', 'Marsha P. Johnson', 'RuPaul', 'Rudolph Giuliani', 'Michael Bloomberg', 'Laverne Cox']",3.96,nan,['Documentary'],86,['USA'],English,['English'],"The history of New York’s Meatpacking District, told from the perspective of transgender sex workers who lived and worked there. Filmmaker Kristen Lovell, who walked “The Stroll” for a decade, reunites her community to recount the violence, policing, homelessness, and gentrification they overcame to build a movement for transgender rights.","['HBO Documentary Films', 'Kingdom Reign Entertainment', 'Polari Pictures']",4316,2546,1580,4,2,5,3,23,73,256,459,1164,378,756,3119,https://letterboxd.com/film/the-stroll-2023/,https://letterboxd.com/bfi/films/
Cracks Will Come,2022,Daniel Mateo Vallejo,"['Pipa López Henao', 'Yolanda Gutiérrez', 'María Cecilia Castaño Rodríguez']",nan,nan,"['Fantasy', 'Drama']",18,"['Colombia', 'Netherlands']",Spanish,['Spanish'],Keisi wakes up one morning with the obsession of escaping into the thick of nature that has been stalking them lately. A photograph as fantasy; the art gallery that exhibits it as a nightmare.,"['Cinespécimen', 'Emotion']",194,74,46,0,1,0,1,8,7,21,27,29,8,4,106,https://letterboxd.com/film/cracks-will-come/,https://letterboxd.com/bfi/films/
Aban,2022,"Abbas Taheri, Mahdieh Toosi","['Ali Khoshbin', 'Katayoun Saleki', 'Janan Zand Akbari', 'Shadi Amiri', 'Delaram Fathi', 'Niusha Dibaji']",nan,nan,['Drama'],16,"['France', 'Iran']",Persian (Farsi),['Persian (Farsi)'],"Under constant pressure from her ex-husband, Nazanin should turn their child - Aban, nine years old - away from a very driven feminine taste. One day, Aban goes to the hospital thinking of undergoing life-changing surgery.","['Envie de tempête', 'The GlobeCSF']",153,52,26,0,2,2,1,7,7,16,10,21,6,7,79,https://letterboxd.com/film/aban/,https://letterboxd.com/bfi/films/
1946: The Mistranslation That Shifted Culture,2022,Sharon Roggio,"['Kathy Baldock', 'Ed Oxford', 'Pastor Salvatore Roggio', 'Sharon ""Rocky"" Roggio', 'Dr. Trevor W. Thompson', 'Rev. Dr. Angela N. Parker', 'Rev. Dr. Cheryl Anderson', 'Rabbi Steven Greenberg', 'Rev. David S. Fearon', 'Dr. David Potter', 'Netto Montoya', 'Jena Serbu', 'Collier Landry']",3.55,nan,['Documentary'],92,['USA'],English,['English'],"Seeking to uncover the origins of the rabid homophobia of the conservative church, a gay seminary scholar and a straight activist make a shocking discovery: In 1946 an erroneous translation of the term homosexual in the Bible that has been weaponized against the LGBTQIA+ community ever since.","['acowsay', 'Quest for Biblical Truth', 'Sweetbreadstudios', 'ZUM Communications']",683,383,197,1,2,2,3,15,30,73,86,152,29,93,485,https://letterboxd.com/film/1946-the-mistranslation-that-shifted-culture/,https://letterboxd.com/bfi/films/
Flowers from Another Garden,2022,Jorge Cadena,"['Eudes Rosado', 'Andru Suarez Rojas', 'León David Salazar', 'Rubén Barrios Rodríguez', 'Saray Nohemi Rebolledo Ospino']",3.46,nan,['Drama'],15,"['Colombia', 'Switzerland']",Spanish,['Spanish'],"In northern Colombia, a group of queer activists use their extravagance to denounce the disastrous exploitation of the largest coal mine in Colombia through performative actions.",nan,612,203,112,1,0,3,3,15,26,58,64,64,25,33,291,https://letterboxd.com/film/flowers-from-another-garden/,https://letterboxd.com/bfi/films/
I Was Never Really Here,2022,Gabriel B. Arrahnio,"['Noah Tinwa', 'Ben Mood', 'Dayan Kodua', 'Charity Collin']",nan,nan,['Drama'],23,['Germany'],German,"['German', 'English', 'Twi']","Sam, a 17-year-old German-Ghanaian, and his mother, Rita, are finally able to welcome two long-awaited visitors from their home country; but the joy of reunion is clouded by the unresolved residence status of Gifty and her son, Kwesi. Sam is thus confronted with questions about his origins and identity, and also begins to fall in love with Kwesi.",['Filmuniversität'],230,57,55,1,0,0,0,7,5,30,23,32,7,12,116,https://letterboxd.com/film/i-was-never-really-here/,https://letterboxd.com/bfi/films/
Werner Herzog: Radical Dreamer,2022,Thomas von Steinaecker,"['Werner Herzog', 'Nicole Kidman', 'Christian Bale', 'Robert Pattinson', 'Carl Weathers', 'Chloé Zhao', 'Joshua Oppenheimer', 'Wim Wenders', 'Lena Herzog', 'Tilbert Herzog', 'Lucki Stipetić', 'Volker Schlöndorff', 'Patti Smith', 'Martje Grohmann', 'Thomas Mauch', 'Paul Holdengräber', 'Peter Zeitlinger']",3.4,nan,['Documentary'],90,"['Germany', 'USA', 'UK']",German,"['German', 'English']","With exclusive behind-the-scenes access into Herzog’s everyday life, rare archive material and in-depth interviews with celebrated collaborators – including Christian Bale, Nicole Kidman, and Robert Pattinson, we are given an exciting glimpse into the work and personal life of the iconic artist.","['RealFiction Filmverleih', 'ZDF/Arte', 'Wavelength', 'Spring Films', '3B-Produktion', 'Hot Docs Partners']",3033,784,547,3,3,10,15,73,197,635,539,424,39,65,2000,https://letterboxd.com/film/werner-herzog-radical-dreamer/,https://letterboxd.com/bfi/films/
A Place of Our Own,2022,Ektara Collective,"['Manisha Soni', 'Muskan', 'Akash Jamra', 'Soljar Baghmare', 'Shivani Bajpal', 'Suman Dhurve', 'Mahima Singh Thakur', 'Tanveer Ahmed', 'Paritosh Acharya']",nan,nan,['Drama'],88,['India'],Hindi,['Hindi'],"After sudden eviction by their prejudiced landlord, transwomen Laila and Roshni must put their wits together to find a home and reclaim their place in society.","['Ektara Collective', 'Lotus Visual Productions']",264,213,74,1,0,3,3,6,8,42,42,37,5,16,162,https://letterboxd.com/film/a-place-of-our-own-2022/,https://letterboxd.com/bfi/films/
"After Sunset, Dawn Arrives",2022,Andy Yi Li,"['Jesse Wang', 'Todd Lien', 'Austin Klopfenstein', 'Katie Chan', 'Star Tsai', 'Yifan Chen', 'Arthur Peng', 'Haiping Qian', 'Andy Sun', 'Chris Wang', 'Ike Liu', 'Jc Chen', 'James Fok', 'Kunwen Yan', 'Robert Quezada', 'Nic Lara', 'Peter Phung', 'Matty Beavers', 'William']",nan,nan,['Drama'],17,['USA'],Chinese,"['Chinese', 'English']","In early 2000s, old China Town, Los Angeles, when introverted and unsociable sixty nine year-old Chinese man, Wan falls in love with a man who is nearly 30 years younger than him, Wan struggles to embrace his homosexual identity which he has been suppressed for his entire life and simultaneously confronts his guilt towards his long deceased Chinese wife.",nan,141,55,31,0,0,0,0,4,4,15,15,16,4,9,67,https://letterboxd.com/film/after-sunset-dawn-arrives/,https://letterboxd.com/bfi/films/
Creature,2022,Asif Kapadia,"['Jeffrey Cirio', 'Erina Takahashi', 'Stina Quagebeur', 'Ken Saruhashi', 'Fabian Reimair', 'Victor Prigent', 'Andy Serkis', 'Georgia Bould', 'Isabelle Brouwers', 'Ivana Bueno', 'Carolyne Galvao', 'Emma Hawes', 'Anjuli Hudson', 'Sarah Kundi', 'Skyler Martin', 'Daniel McCormick', 'Matthew Astley', 'Rhys Antoni Yeomans']",3.37,nan,['Drama'],88,['UK'],English,['English'],"On a remote Arctic research station, a captive creature (played by the English National Ballet’s charismatic principal dancer Jeffrey Cirio) is unwittingly enlisted into a military program that subjects him to sinister experiments. Amid this turmoil, he finds himself enamoured with a cleaner, the only person who shows him kindness; together, these two outsiders dream of escape from their dystopian surrounds.","['English National Ballet', 'Little House Productions', 'BFI']",462,273,74,0,9,7,7,28,30,95,57,55,17,13,318,https://letterboxd.com/film/creature-2023/,https://letterboxd.com/bfi/films/
G♭,2022,Peter Darney,"['Richard Wilson', 'Aled Ap Steffan', 'Francois Pandolfo', 'Anita Reynolds']",nan,nan,['Drama'],17,['UK'],English,['English'],"84-year-old cellist Ceri has lost his husband to cancer and his ability to play to a debilitating stroke. His dull life is spent in solitude, save for the interruptions of agency carers and the solace of his iPad. Seizing the opportunity that a night-time staff shortage brings; he uses Grindr to invite 20-year-old rent-boy Iestyn to visit.","['Ffilm Cymru Wales', 'BBC Cymru Wales']",108,54,29,0,0,0,1,0,2,7,16,20,7,16,69,https://letterboxd.com/film/g-2022-1/,https://letterboxd.com/bfi/films/
