Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
You Were Never Really Here,2017,Lynne Ramsay,"['Joaquin Phoenix', 'Judith Roberts', 'Ekaterina Samsonov', 'John Doman', 'Alex Manette', 'Dante Pereira-Olson', 'Alessandro Nivola', 'Larry Canady', 'Vinicius Damasceno', 'Neo Randall', 'Frank Pando', 'Edward Latham', 'Claire Hsu', 'Denis Ozer', 'Tia-Sophia Begh', 'Lucy Lan Luo', 'Annie Mac-Yang', 'Lilian Tsang', 'He Mengqi', 'Rose De Vera', 'Tian-Lan Chaudhry', 'Ryan Martin Brown', 'Ace Ramsey', 'Silvia Pena', 'Jason Babinsky', 'Jonathan Wilde', 'Ronan Summers', 'Kate Easton', 'Scott Price', 'Novella Nelson', 'Madison Arnold', 'Leigh Dunham', 'Joseph Anthony Jerez', 'Sophie Piedras', 'Christian Reeve', 'Oleg Ossayenko', 'Cristina Dohmen']",3.69,nan,"['Drama', 'Thriller', 'Crime']",89,"['France', 'UK']",English,['English'],"A traumatised veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, his nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.","['Why Not Productions', 'Film4 Productions', 'BFI']",321112,74105,80695,947,840,2184,2276,9446,12794,40018,50555,70172,25946,18525,232756,https://letterboxd.com/film/you-were-never-really-here/,https://letterboxd.com//harinef/films/page/5/
Princess Cyd,2017,Stephen Cone,"['Jessie Pinnick', 'Rebecca Spence', 'Ro White', 'James Vincent Meredith', 'Matthew Quattrocki', 'Tyler Ross', 'Marika Mashburn', 'Paul Brian Fagen', 'Meighan Gerachis', 'Dane Loperena', 'Keith Kupferer', 'Mitchell Fain', 'Jessica Ervin', 'Leslie Neilan', 'Spencer Neilan', 'Bryan Bosque', 'Max Fabian', 'Eddie Sánchez', 'Lily Mojekwu', 'Kelvin Roston, Jr.', 'Roz Alexander', 'Gary Houston', 'Alma Washington', 'Oksana Fedunyszyn', 'Laura Fisher', 'Bryce Gangel', 'Pat Whalen', 'Sadie Rogers', 'Jerre Dye', 'Ireon Roach', 'Amy Matheny', 'Bryan Hart', 'Mesiyah Oduro', 'Joe Marlin', 'Charin Alvarez', 'Spencer Lombardo', 'Dana Glynn', 'Maya Malecki', 'Melika Bass', 'Melanie Neilan', 'Spencer Parsons', 'Rachael Patterson', 'Nicole Bernardi-Reis', 'Marissa Berger', 'Wendy Alonso-Martinez', 'Juliet Mendez', 'Gaby Galvez', 'Nohely Uriostegui', 'Bryanna De Marr', 'Blanca Cazales', 'Sage Ross', 'Maddie Higgins']",3.38,nan,"['Drama', 'Romance']",96,['USA'],English,['English'],"High school athlete Cyd Loughlin lives alone with her depressive father in South Carolina, perpetually longing to get away from it all. When her aunt, famous novelist Miranda Ruth, agrees to host her for a few weeks during the summer, Cyd jumps at the opportunity. While there, she falls for a girl in the neighborhood, even as she and her aunt gently challenge each other in the realms of sex and spirit.",['Sunroom Pictures'],28018,11420,6510,70,156,283,239,1097,1508,4522,4716,4449,1021,878,18869,https://letterboxd.com/film/princess-cyd/,https://letterboxd.com//harinef/films/page/5/
My Friend Dahmer,2017,Marc Meyers,"['Ross Lynch', 'Alex Wolff', 'Anne Heche', 'Dallas Roberts', 'Liam Koeth', 'Nancy Telzerow', 'Tommy Nelson', 'Harrison Holzer', 'Brigid Naughton', 'Cameron McKendry', 'Katie Stottlemire', 'Brady M.K. Dunn', 'Jake Ingrassia', 'Michael Ryan Boehm', 'Ben Zgorecki', 'Dontez James', 'Miles Robbins', 'Gabriela Novogratz', 'Jack DeVillers', 'Dave Sorboro', 'Joey Prines', 'Kris Smith', 'Adam Kroloff', 'Christopher Mele', 'Joey Vee', 'Tom Lepera', 'Vincent Kartheiser', 'Maryanne Nagel', 'Sydney Meyer', 'Lauren Rhodes', 'Tom Luce', 'Carmen Gangale', ""Shane Patrick O'Neill"", 'Joe Fishel', 'Andrew Gorell', 'Susan Bennett', 'Nicholas Hulstine', 'Zachary Davis Brown', 'Lily Kozub', 'Clayton Frank']",2.93,nan,"['Drama', 'History', 'Crime']",107,['USA'],English,['English'],"Jeffrey Dahmer struggles with a difficult family life as a young boy. During his teenage years he slowly transforms, edging closer to the serial killer he was to become.","['Ibid Filmworks', 'Aperture Entertainment', 'Attic Light Films']",104206,13068,14091,81,750,1967,2227,7888,9701,21394,11883,8535,1288,2020,67653,https://letterboxd.com/film/my-friend-dahmer/,https://letterboxd.com//harinef/films/page/5/
The Show About the Show,2017,Caveh Zahedi,"['Caveh Zahedi', 'Dustin Guy Defa', 'Onur Tukel', 'Alex Karpovsky', 'Eléonore Hendricks', 'Sam Stillman', 'Kentucker Audley', 'Eric Kohn', 'Emmy Harrington', 'Terence Nance', 'Ashley Foy']",4.02,nan,['Comedy'],193,['USA'],English,['English'],"Independent Filmmaker Caveh Zahedi is trying to make a television show. He persuades BRIC TV, a Brooklyn non-profit Arts organization, to finance a television show whose premise is that every episode will be about the making of the previous episode. In the process of creating the show, everything can-and does-go wrong. The cast, a who's who of Brooklyn's independent filmmaking community, includes Alex Karpovsky, Eleonore Hendricks, Dustin Defa, and Onur Tukel.",nan,2012,429,800,10,5,8,7,13,15,55,80,288,225,322,1018,https://letterboxd.com/film/the-show-about-the-show/,https://letterboxd.com//harinef/films/page/5/
The Disaster Artist,2017,James Franco,"['Dave Franco', 'James Franco', 'Seth Rogen', 'Ari Graynor', 'Alison Brie', 'Jacki Weaver', 'Paul Scheer', 'Zac Efron', 'Josh Hutcherson', 'June Diane Raphael', 'Megan Mullally', 'Jason Mantzoukas', 'Andrew Santino', 'Nathan Fielder', 'Joe Mande', 'Sharon Stone', 'John Early', 'Melanie Griffith', 'Hannibal Buress', 'Charlyne Yi', 'Jessie Ennis', 'Peter Gilroy', 'Lauren Ash', 'Karen Macarah', 'Sugar Lyn Beard', 'Bob Odenkirk', 'Brian Huskey', 'Megan Ferguson', 'Randall Park', 'Steven Liu', 'Tommy Wiseau', 'Casey Wilson', 'Jerrod Carmichael', 'Xosha Roquemore', 'Kelly Oxford', 'Kether Donohue', 'Jeffrey C. Goodell', 'Dree Hemingway', 'Angelyne', 'Tom Franco', 'Zoey Deutch', 'Ike Barinholtz', 'Kevin Smith', 'Keegan-Michael Key', 'Adam Scott', 'Danny McBride', 'Kristen Bell', 'J.J. Abrams', 'Lizzy Caplan', 'Bryan Cranston', 'Judd Apatow', 'Zach Braff', 'David DeCoteau', 'Dylan Minnette', 'Kate Upton', 'Brett Gelman', 'Christopher Mintz-Plasse', 'Jason Mitchell', 'Greg Sestero', 'Eliza Coupe', 'Erin Cummings', 'Michelle Arthur', 'Ricky Mabe', 'Shane Ryan-Reid', 'Tamzin Brown', 'Cate Freedman', 'Amechi Okocha', 'Cameron Brinkman', 'Nicole Gordon-Levitt', 'Elizabeth Hirsch-Tauber', 'Jenna Curtis', 'Frederick Keeve', 'Slim Khezri', 'Corey Weber', 'Katherine Neff', 'Taylor DeVoe', 'Johnny Meyer', 'Tearra Oso', 'Vince Chavez', 'Krista West', 'Aidiye Aidarbekov', 'Kara Gibson', 'Reşit Barker Enhoş', 'Tudor Munteanu', 'Frank Lui Geo', 'Bill Rojas', 'Mark Anthony Petrucelli', 'Zhubin Rahbar', 'Javi Sánchez-Blanco Boyer', 'Jolie Mitnick Salter', 'Ramona Tibrin', 'Vincent Marinelli', 'Adonis Simmons', 'Elena Cristiean', 'Cerra Angela Vallentine', 'Danny Finneran', 'Eloho Josephine Okujeni', 'Dan Byelich', 'Cynthia Natera', 'Jordan Daem', 'Max Valentine', 'Michael Rousselet']",3.56,nan,"['Drama', 'Comedy']",104,['USA'],English,['English'],"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.","['New Line Cinema', 'Rabbit Bandini Productions', 'Point Grey Pictures', 'Good Universe', 'RatPac Entertainment', 'Ramona Films']",553789,70122,126114,379,1348,3652,2923,14434,19960,77331,89206,103970,21633,19469,353926,https://letterboxd.com/film/the-disaster-artist/,https://letterboxd.com//harinef/films/page/5/
Big Little Lies,2017,Jean-Marc Vallée,"['Nicole Kidman', 'Reese Witherspoon', 'Shailene Woodley', 'Laura Dern', 'Adam Scott', 'Alexander Skarsgård', 'Zoë Kravitz', 'James Tupper', 'Iain Armitage', 'Jeffrey Nordling', 'Kathryn Newton', 'Meryl Streep', 'Douglas Smith', 'Darby Camp', 'Chloe Coleman', 'Cameron Crovetti', 'Nicholas Crovetti', 'Ivy George', 'Santiago Cabrera', 'Larry Sullivan']",4.33,nan,['Drama'],702,['USA'],English,['English'],The tale of three mothers of first graders whose apparently perfect lives unravel to the point of murder.,"['David E. Kelley Productions', 'Pacific Standard', 'Blossom Films', 'Crazyrose', 'Hello Sunshine', 'HBO']",240451,18319,74286,414,118,231,214,1107,1321,7546,11778,41227,25534,48289,137365,https://letterboxd.com/film/big-little-lies/,https://letterboxd.com//harinef/films/page/5/
Logan,2017,James Mangold,"['Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook', 'Stephen Merchant', 'Richard E. Grant', 'Stephen Dunlevy', 'Eriq La Salle', 'Elise Neal', 'Quincy Fouse', 'Al Coronel', 'Frank Gallegos', 'Anthony Escobar', 'Reynaldo Gallegos', 'Krzysztof Soszynski', 'Daniel Bernhardt', 'Ryan Sturz', 'Jef Groff', 'Brandon Melendy', 'Oren Hawxhurst', 'Jeremy Fitzgerald', 'Chris Palermo', ""Paul Andrew O'Connor"", 'Clinton Roberts', 'Rocky Abou-Sakher', 'Keith Jardine', 'Jean Claude Leuyer', 'Andrew Arrabito', 'Sebastian James', 'Aaron Matthews', 'Garrett Hammond', 'Matt McClain', 'Maureen Brennan', 'Jason Genao', 'Hannah Westerfield', 'Bryant Tardy', 'Ashlyn Casalegno', 'Alison Fernandez', 'Parker Lovein', 'Jimmy Gonzales', 'Dave Davis', 'Lennie Loftin', 'Mark Ashworth', 'James Handy', 'Bryce Romero', 'Phi Vu', 'Chester Rushing', 'David Simpson', 'Lauren Gros', 'John Raymond', 'Vanessa Cloke', 'Doris Morgado', 'Katie Anne Mitchell', 'Lara Grice', 'James Moses Black', 'Ned Yousef', 'Michael Lehr', 'Baxter Humby', 'Bryan Sloyer', 'Daniel Hernández', 'John Bernecker', 'Evan Dane Taylor', 'Joe Nin Williams', 'Toby Holguin', 'Robert Wu', 'Anthony N.', 'Victor Winters-Junco', 'Eyad Elbitar', 'Craig Henningsen', 'Han Soto', 'Rissa Rose Kilar', 'Salef Celiz', 'Aidan Kennedy', 'Nayah Murphy', 'Chase Cubia', 'Emma Teo', 'Vincenzo Lucatorto', 'Noell Jellison', 'Haley Glass', 'Ella Rowbotham', 'Hudson Wright', 'Sebeon Jackson', 'Kelton DuMont', 'Damon Carney', 'Cynthia Woods', ""Mali O'Connor"", 'David Kallaway', 'Robert Vargas', 'David Paris', 'Gonzalo Robles', 'Tim Connolly', 'Mary Peyton Stewart', 'Julia Holt', 'Paul Adkins', 'Michael Love Toliver']",4.12,nan,"['Drama', 'Science Fiction', 'Action']",137,['USA'],English,"['English', 'Spanish']","In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.","['Hutch Parker Entertainment', ""The Donners' Company"", 'Genre Films', '20th Century Fox', 'Marvel Entertainment', 'TSG Entertainment']",1651395,222684,550782,10000,1349,4231,3073,18343,18583,97876,125753,344086,195303,255735,1064332,https://letterboxd.com/film/logan-2017/,https://letterboxd.com//harinef/films/page/5/
New York Minute,2017,Luke Gilford,['Hari Nef'],nan,nan,['Drama'],4,['USA'],English,['English'],"Commutes, characters and cold reads; this is Hari Nef's New York Minute.","['Maybelline', 'M2M Studios']",128,35,30,0,2,0,0,1,5,11,8,10,3,6,46,https://letterboxd.com/film/new-york-minute-2017/,https://letterboxd.com//harinef/films/page/5/
Carmen,2017,Chloë Sevigny,['Carmen Lynch'],3.27,nan,"['Comedy', 'Drama', 'Documentary']",8,['USA'],English,['English'],"Carmen, by Chloë Sevigny, is the 13th commission from Miu Miu Women’s Tales, the short-film series by women who critically celebrate femininity in the 21st century. Carmen has a loose, voyeuristic, improvisational mood that reflects Sevigny’s interest, making a short-film about process, being a woman, celebrity and ego.","['Miu Miu', 'Hi! Production']",1290,401,193,0,2,11,15,65,82,211,117,78,9,14,604,https://letterboxd.com/film/carmen-2017/,https://letterboxd.com//harinef/films/page/5/
A Fantastic Woman,2017,Sebastián Lelio,"['Daniela Vega', 'Francisco Reyes', 'Luis Gnecco', 'Aline Küppenheim', 'Nicolás Saavedra', 'Amparo Noguera', 'Néstor Cantillana', 'Alejandro Goic', 'Antonia Zegers', 'Marcial Tagle', 'Cristián Chaparro', 'Diana Cassis', 'Eduardo Paxeco', 'Roberto Farías', 'Pablo Cerda', 'José Antonio Raffo', 'Erto Pantoja', 'Trinidad González', 'Sergio Hernández', 'Paola Lattus', 'Loreto Leonvendagar', 'Fabiola Zamora', 'Bárbara Mundt', 'Pablo Greene', 'Moisés Angulo', 'Hugo Moraga', 'Verónica García-Huidobro', 'Senén Selim', 'Paulina Hunt', 'Francisco González Hermosilla']",3.72,nan,['Drama'],104,"['Chile', 'Germany', 'Spain', 'USA']",Spanish,['Spanish'],"Marina's life is thrown into turmoil following the death of her partner. Mourning the loss of the man she loved, she finds herself under intense scrutiny from those with no regard for her privacy.","['Komplizen Film', 'Participant', 'Fabula', 'Muchas Gracias', 'Setembro Cine']",63837,22501,14522,102,246,400,432,1465,2157,7154,9882,14751,4313,3782,44582,https://letterboxd.com/film/a-fantastic-woman/,https://letterboxd.com//harinef/films/page/5/
Gender Revolution: A Journey with Katie Couric,2017,Katie Couric,"['Katie Couric', 'Hari Nef', 'Gavin Grimm', 'Sarah McBride']",3.28,nan,"['TV Movie', 'Documentary']",90,['USA'],English,['English'],"Katie Couric travels across the U.S. to talk with scientists, psychologists, activists, authors and families about the complex issue of gender.","['National Geographic', 'World of Wonder']",758,244,98,0,13,18,10,27,32,121,92,79,8,17,417,https://letterboxd.com/film/gender-revolution-a-journey-with-katie-couric/,https://letterboxd.com//harinef/films/page/5/
The Incredible Jessica James,2017,Jim Strouse,"['Jessica Williams', ""Chris O'Dowd"", 'Noël Wells', 'LaKeith Stanfield', 'Megan Ketch', 'Zabryna Guevara', 'Susan Heyward', 'Will Stephen', 'Anne Carney', 'Taliyah Whitaker', 'Sarah Jones', 'Evander Duck Jr.', 'Patricia R. Floyd', 'Robert King', 'Jennifer Kim', ""De'Jhana Moore"", 'Kayla Diaz', 'Davion Dowdell', 'Brandon S. Martinez', 'Selena Sanchez', 'Eric Loscheider', 'Matthew Maher', 'Hannah Bos', 'Gavin Haag', 'Collin Smith', 'Linda Glick', 'Dana Jacks', 'McManus Woodend']",3.24,nan,"['Comedy', 'Romance']",83,['USA'],English,['English'],"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",['Beachside Films'],23318,4499,3886,21,77,187,257,942,1528,4554,3722,2316,371,500,14454,https://letterboxd.com/film/the-incredible-jessica-james/,https://letterboxd.com//harinef/films/page/5/
Beatriz at Dinner,2017,Miguel Arteta,"['Salma Hayek Pinault', 'John Lithgow', 'Connie Britton', 'Jay Duplass', 'Amy Landecker', 'Chloë Sevigny', 'David Warshofsky', 'John Early', 'Natalia Abelleyra', 'Soledad St. Hilaire', 'Enrique Castillo', 'Amelia Borella', ""Sean O'Bryan""]",3.09,nan,"['Drama', 'Comedy']",83,"['Canada', 'USA']",English,"['English', 'Spanish']","Beatriz, an immigrant from a poor town in Mexico, has drawn on her innate kindness to build a career as a health practitioner. Doug Strutt is a cutthroat, self-satisfied billionaire. When these two opposites meet at a dinner party, their worlds collide, and neither will ever be the same.","['Killer Films', 'Bron Studios', 'Roadside Attractions', 'FilmNation Entertainment']",15100,3987,1999,12,129,305,357,1100,1455,2951,2057,1510,250,246,10360,https://letterboxd.com/film/beatriz-at-dinner/,https://letterboxd.com//harinef/films/page/5/
Beach Rats,2017,Eliza Hittman,"['Harris Dickinson', 'Madeline Weinstein', 'Kate Hodge', 'Neal Huff', 'Nicole Flyus', 'Frank Hakaj', 'David Ivanov', 'Anton Selyaninov', 'Harrison Sheehan', 'Douglas Everett Davis', 'Gabriel Gans', 'Erik Potempa', 'Kris Eivers', 'J.Stephen Brantley']",3.23,nan,"['Drama', 'Romance']",99,['USA'],English,['English'],"On the outskirts of Brooklyn, Frankie, an aimless teenager, suffocates under the oppressive glare cast by his family and a toxic group of delinquent friends. Struggling with his own identity, Frankie begins to scour hookup sites for older men.","['Cinereach', 'Animal Kingdom', 'Secret Engine']",68494,18850,12073,177,409,997,947,3689,5089,13444,10323,8780,1764,1702,47144,https://letterboxd.com/film/beach-rats/,https://letterboxd.com//harinef/films/page/5/
Get Out,2017,Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Catherine Keener', 'Bradley Whitford', 'Caleb Landry Jones', 'Marcus Henderson', 'Betty Gabriel', 'LaKeith Stanfield', 'Stephen Root', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Doan', 'Rutherford Cravens', 'Geraldine Singer', 'Yasuhiko Oyama', 'Richard Herd', 'Erika Alexander', 'Jeronimo Spinx', 'Ian Casselberry', 'Trey Burvant', 'John Donohue', 'Sean Paul Braud', 'Zailand Adams', 'Keegan-Michael Key', 'Jordan Peele', 'Evan Shafran', 'Tahj Vaughans']",4.15,nan,"['Horror', 'Mystery', 'Thriller']",104,['USA'],English,['English'],"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","['Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment']",3870518,418333,1678770,29000,3031,8884,5345,35911,33734,232970,265350,899011,419513,842118,2745867,https://letterboxd.com/film/get-out-2017/,https://letterboxd.com//harinef/films/page/5/
Lemon,2017,Janicza Bravo,"['Brett Gelman', 'Judy Greer', 'Michael Cera', 'Gillian Jacobs', 'Jeff Garlin', 'Kayla Harrity', 'Shiri Appleby', 'Megan Mullally', 'Robin McDonald', 'Nia Long', 'Jon Daly', 'Hank Chen', 'Rhea Perlman', 'Fred Melamed', 'Elizabeth De Razzo', 'Blake Anthony Crawford', 'Martin Starr', 'Hannah Heller', 'Emma Shannon', 'Ashley Silverman', 'David Paymer', 'Rex Lee', 'Keith L. Williams', 'Conrad Roberts', 'Theodore Mark Martinez', 'Juliette Jeffers', 'Noel Arthur', 'Jodie Turner-Smith', 'Dionne Audain', 'Marla Gibbs', 'Divé Assad', 'Rhonda Bankston', 'Meica Bradshaw', 'Linda Brent', 'Constance Brown', 'Laroy Campbell', 'Danny Clash', 'Alfred Gilliam', 'Felix Fernando', 'Bianca Fletcher', 'Kim Ford', 'Frank Fuentes', 'Marion Hanania', 'David-Ivar Herman Düne', 'Larry Herskovic', 'Thoai Ho', 'Bong-o Hwang', 'Rina Imai', 'Anthony Isome', 'Olga Jefferson-Kerr', 'Cynthia Lempitsky', 'John Liscano', 'Sheila M. Lockhart', 'Mireya Lucio', 'Demetrius Lykes', 'Joseph Mangham', 'Michael Melwani', 'John Mollenhauer', 'Matthew Mooney', 'Abra Moore', 'Joe Myers', 'Kim Nguyen', 'Lamont Patterson', 'Tabatha Rajendra', 'Daniel Rosas', 'Tony Ramos', 'Brian Savelson', 'Etsegenet Tadesse', 'Valerie Valentine', 'Leon A. Walker', 'Victoria Ward', 'Keith Wheeler', 'Darrin Wilkerson', 'Kalent Zaiz', 'Christophe Zajac-Denek', 'Inger Tudor']",2.69,nan,"['Comedy', 'Drama']",83,['USA'],English,['English'],A man watches his life unravel after he is left by his blind girlfriend.,"['Killer Films', 'Cryk Productions', 'Burn Later Productions', 'Magnolia Pictures']",12328,3780,1586,7,330,693,748,1499,1464,1899,1034,702,116,147,8632,https://letterboxd.com/film/lemon-2017/,https://letterboxd.com//harinef/films/page/5/
Golden Exits,2017,Alex Ross Perry,"['Emily Browning', 'Mary-Louise Parker', 'Adam Horovitz', 'Lily Rabe', 'Jason Schwartzman', 'Chloë Sevigny', 'Lio Tipton', 'Keith Poulson', 'Craig Butta', 'Jason Giampietro', 'Jake Perlin', 'Ethan Spigland', 'Kate Lyn Sheil', 'Jason Grisell']",3.14,nan,['Drama'],94,"['Greece', 'USA']",English,['English'],An intersectional narrative of two families in Brooklyn and the unraveling of unspoken unhappiness that occurs when a young foreign girl spending time abroad upsets the balance on both sides.,"['Webber Gilbert Media', 'Faliro House Productions', 'Bow + Arrow Entertainment', 'Washington Square Films', 'Forager Film']",6342,2436,882,1,57,137,184,482,576,1210,912,645,127,70,4400,https://letterboxd.com/film/golden-exits/,https://letterboxd.com//harinef/films/page/5/
Call Me by Your Name,2017,Luca Guadagnino,"['Armie Hammer', 'Timothée Chalamet', 'Michael Stuhlbarg', 'Amira Casar', 'Esther Garrel', 'Victoire du Bois', 'Vanda Capriolo', 'Antonio Rimoldi', 'Elena Bucci', 'Marco Sgrosso', 'André Aciman', 'Peter Spears']",3.85,nan,"['Romance', 'Drama']",132,"['Brazil', 'France', 'Italy', 'USA']",English,"['English', 'French', 'Italian']","In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.","['La Cinéfacture', 'Frenesy Film', 'M.Y.R.A. Entertainment', 'RT Features', ""Water's End Productions""]",2501458,341556,935103,81000,16367,29869,15414,75149,56819,227818,186595,448154,186020,471580,1713785,https://letterboxd.com/film/call-me-by-your-name/,https://letterboxd.com//harinef/films/page/5/
Ingrid Goes West,2017,Matt Spicer,"['Aubrey Plaza', 'Elizabeth Olsen', ""O'Shea Jackson Jr."", 'Wyatt Russell', 'Billy Magnussen', 'Pom Klementieff', 'Hannah Pearl Utt', 'Joseph Breen', 'Angelica Amor', 'Meredith Hagner', 'Charlie Wright', 'Dennis Atlas', 'Malika Williams', 'Luis Deveze', 'Jay Speedy Weingarten', 'Martin Garcia', 'Brandon Johnson', 'Vincent van Hinte', 'Destiny Soria', 'Aidan Wallace', 'Tina Lorraine', 'Megan Griffey', 'Andrew Horschak', 'Jana Ritter']",3.33,nan,"['Comedy', 'Drama']",97,['USA'],English,['English'],"Ingrid becomes obsessed with a social network star named Taylor Sloane who seemingly has a perfect life. But when Ingrid decides to drop everything and move west to be Taylor's friend, her behaviour turns unsettling and dangerous.","['Star Thrower Entertainment', '141 Entertainment', 'Mighty Engine']",211313,35649,45735,450,536,1476,1623,7300,11341,36769,39197,33238,6307,6158,143945,https://letterboxd.com/film/ingrid-goes-west/,https://letterboxd.com//harinef/films/page/5/
The Big Sick,2017,Michael Showalter,"['Kumail Nanjiani', 'Zoe Kazan', 'Holly Hunter', 'Ray Romano', 'Anupam Kher', 'Zenobia Shroff', 'Adeel Akhtar', 'Bo Burnham', 'Aidy Bryant', 'Kurt Braunohler', 'Vella Lovell', 'Myra Lucretia Taylor', 'Jeremy Shamos', 'David Alan Grier', 'Ed Herbstman', 'Shenaz Treasury', 'Rebecca Naomi Jones', 'Kuhoo Verma', 'Mitra Jouhari', 'Celeste Arias', 'Shana Solomon', 'Jeff Blumenkrantz', 'Linda Emond', 'Holly Chou', 'Andrew Pang', 'Alison Cimmet', 'Lawrence Ballard', 'Shunori Ramanathan', 'Spencer House', 'Susham Bedi', 'Rahul Bedi', 'Matthew Cardarople', 'Myra Turley', 'William Stephenson', 'Marilyn Torres', 'Kerry Flanagan', ""Jack O'Connell"", 'Charles Gould', 'Isabel Shill', 'Lauren Patten', 'Keilly McQuail', 'Zach Cherry', 'Jack Corrigan', 'Sophia Muller']",3.76,nan,"['Drama', 'Comedy', 'Romance']",120,['USA'],English,"['English', 'Urdu']","Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.","['FilmNation Entertainment', 'Apatow Productions', 'Story Ink']",364605,56614,90251,465,641,1352,1132,5715,7759,35076,49838,82257,25443,18364,227577,https://letterboxd.com/film/the-big-sick/,https://letterboxd.com//harinef/films/page/5/
The Little Hours,2017,Jeff Baena,"['Alison Brie', 'Dave Franco', 'Kate Micucci', 'Aubrey Plaza', 'John C. Reilly', 'Molly Shannon', 'Fred Armisen', 'Jemima Kirke', 'Lauren Weedman', 'Nick Offerman', 'Paul Reiser', 'Adam Pally', 'Paul Weitz', 'Jon Gabrus', 'Rolando Abbarchi', 'Teresa Marini', 'Dina Lenzi', 'Maria Irene Vetrano', 'Letizia Giuntini', 'Samanta Gualtieri', 'Sena Lippi', 'Sonia Luscia', 'Margherita Ferri', 'Anna Maria Baldocchi', 'Benedetta Guintini', 'Benedetta Spinetti', 'Carla Buscemi', 'Elisa Pierini', 'Laura Salvini', 'Marta Petracchi', 'Rossana Bena', 'Rossella Ambrosini', 'Sara Venut', 'Teresa Recchia', 'Vanessa Villa', 'Colin DeMartini', 'Fabio Magnani', 'Luca Rondinini', 'Luigi Biava', 'Pierfrancesco Melley', 'Paolo Preziuso']",3.07,nan,['Comedy'],90,"['Canada', 'USA']",English,['English'],"Garfagnana, Italy, 1347. The handsome servant Masseto, fleeing from his vindictive master, takes shelter in a nunnery where three young nuns, Sister Alessandra, Sister Ginevra and Sister Fernanda, try unsuccessfully to find out what their purpose in life is, a conundrum that each of them faces in different ways.","['Destro Films', 'Dublab Media', 'Productivity Media', 'Gunpowder & Sky', 'StarStream Media', 'Bow + Arrow Entertainment', 'Foton Pictures', 'Exhibit Entertainment']",83245,13415,16689,326,578,1443,1606,5465,7407,15697,10716,8358,1641,2885,55796,https://letterboxd.com/film/the-little-hours/,https://letterboxd.com//harinef/films/page/5/
100 Years,2017,"Lena Dunham, Kirsten Lepore","['America Ferrera', 'Mindy Kaling', 'Jennifer Lawrence', 'Meryl Streep', 'Lena Dunham', 'Amy Schumer', 'Tessa Thompson', 'Gina Rodriguez', 'Constance Wu', 'Andrew Rannells', 'Hari Nef', 'Sasheer Zamata', 'Cecile Richards']",3.26,nan,"['Animation', 'Documentary']",7,nan,English,['English'],"An animated history of American health care provider, Planned Parenthood.",nan,729,350,69,0,16,13,6,18,27,109,55,34,3,15,296,https://letterboxd.com/film/100-years/,https://letterboxd.com//harinef/films/page/5/
